Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,10.92,11960000,00981A
2383,台光電,8.59,4653000,00981A
2327,國巨*,7.2,25098000,00981A
2454,聯發科,7.02,5131000,00981A
6223,旺矽,5.62,2443000,00981A
2345,智邦,5.43,6334000,00981A
3037,欣興,5.42,16607000,00981A
2303,聯電,5.12,86550000,00981A
6669,緯穎,4.57,2417000,00981A
8046,南電,4.49,9519000,00981A
3017,奇鋐,4.27,5191000,00981A
3711,日月光投控,4.07,16135000,00981A
2308,台達電,3.65,5181000,00981A
3665,貿聯-KY,3.49,4833848,00981A
2368,金像電,3.09,8315000,00981A
3653,健策,2.85,2267000,00981A
6274,台燿,2.47,5160000,00981A
5274,信驊,2.31,448900,00981A
8210,勤誠,0.98,2267000,00981A
6805,富世達,0.95,1811000,00981A
2449,京元電子,0.61,5193000,00981A
6187,萬潤,0.53,1334000,00981A
6147,頎邦,0.46,6275000,00981A
5439,高技,0.38,3528000,00981A
6510,精測,0.35,349000,00981A
6515,穎崴,0.32,130000,00981A
6278,台表科,0.28,4334000,00981A
1590,亞德客-KY,0.26,528000,00981A
6271,同欣電,0.25,2966000,00981A
6191,精成科,0.14,3988000,00981A
3264,欣銓,0.13,1508000,00981A
3376,新日興,0.13,1741000,00981A
2002,中鋼,0.04,5163000,00981A
4966,譜瑞-KY,0.03,140000,00981A
8996,高力,0.0,1000,00981A
8358,金居,0.0,1000,00981A
3661,世芯-KY,0.0,1000,00981A
1815,富喬,0.0,107000,00981A
3443,創意,0.0,1000,00981A
2439,美律,0.0,1000,00981A
3008,大立光,0.0,1000,00981A
4958,臻鼎-KY,0.0,1000,00981A
2382,廣達,0.0,1000,00981A
3533,嘉澤,0.0,1000,00981A
6488,環球晶,0.0,1000,00981A
2313,華通,0.0,1000,00981A
8150,南茂,0.0,1000,00981A
2317,鴻海,0.0,1000,00981A
5347,世界,0.0,1000,00981A
2481,強茂,0.0,5000,00981A
2330,台積電,19.52,12800000,00403A
2303,聯電,7.41,75000000,00403A
3017,奇鋐,4.74,3450000,00403A
2344,華邦電,4.25,40000000,00403A
3037,欣興,3.85,7064000,00403A
6223,旺矽,3.84,1000000,00403A
2327,國巨*,3.74,7800000,00403A
2454,聯發科,3.66,1600000,00403A
2383,台光電,3.51,1140000,00403A
2308,台達電,3.06,2600000,00403A
2345,智邦,3.01,2100000,00403A
3711,日月光投控,2.59,6150000,00403A
6669,緯穎,2.5,790000,00403A
4958,臻鼎-KY,2.48,6940000,00403A
6488,環球晶,1.9,2250000,00403A
2368,金像電,1.71,2750000,00403A
3653,健策,1.64,780000,00403A
3533,嘉澤,1.55,1240000,00403A
3189,景碩,1.53,3217000,00403A
8046,南電,1.38,1750000,00403A
6274,台燿,1.36,1700000,00403A
1303,南亞,1.35,9900000,00403A
3443,創意,1.24,480000,00403A
7769,鴻勁,1.15,279000,00403A
8996,高力,1.11,1600000,00403A
2337,旺宏,0.84,10000000,00403A
2360,致茂,0.84,680000,00403A
6515,穎崴,0.83,200000,00403A
5274,信驊,0.81,94500,00403A
6805,富世達,0.5,570000,00403A
2317,鴻海,0.48,3200000,00403A
3211,順達,0.47,1800000,00403A
8358,金居,0.47,1750000,00403A
3583,辛耘,0.46,900000,00403A
3665,貿聯-KY,0.36,300000,00403A
1560,中砂,0.34,750000,00403A
4966,譜瑞-KY,0.31,800000,00403A
6415,矽力*-KY,0.26,900000,00403A
6442,光聖,0.25,300000,00403A
2049,上銀,0.21,1010000,00403A
6239,力成,0.18,900000,00403A
3008,大立光,0.16,60000,00403A
3264,欣銓,0.09,600000,00403A
2455,全新,0.09,450000,00403A
2404,漢唐,0.05,60000,00403A
8299,群聯,0.0,1000,00403A
6196,帆宣,0.0,1000,00403A
8210,勤誠,0.0,1000,00403A
6147,頎邦,0.0,1000,00403A
5347,世界,0.0,1000,00403A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),5.75,205000,00988A
285A JP,KIOXIA HOLDINGS CORP,5.38,225000,00988A
MU US,MICRON TECHNOLOGY INC,5.08,106000,00988A
AMAT US,APPLIED MATERIALS INC,4.15,135000,00988A
SNDK US,SANDISK CORP,4.11,48000,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),4.07,83000,00988A
BE US,BLOOM ENERGY CORP- A,3.93,310000,00988A
6981 JP,MURATA MANUFACTURING CO LTD,3.72,1250000,00988A
3037,欣興,3.7,2400000,00988A
2327,國巨*,3.15,2400000,00988A
6976 JP,TAIYO YUDEN CO LTD,3.13,760000,00988A
2383,台光電,3.1,370000,00988A
2454,聯發科,2.74,445000,00988A
8035 JP,TOKYO ELECTRON LTD,2.67,110000,00988A
3436 JP,SUMCO CORP,2.61,1572000,00988A
IFX GY,INFINEON TECHNOLOGIES AG,2.55,625000,00988A
MRVL US,MARVELL TECHNOLOGY INC,2.52,230000,00988A
2330,台積電,2.49,620000,00988A
WDC US,WESTERN DIGITAL CORP,2.45,90000,00988A
6920 JP,LASERTEC CORP,2.11,130000,00988A
3711,日月光投控,2.02,1800000,00988A
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,1.92,160000,00988A
KLAC US,KLA CORP,1.9,160000,00988A
LITE US,LUMENTUM HOLDINGS INC,1.75,44000,00988A
4062 JP,IBIDEN CO LTD,1.74,275000,00988A
STM US,STMICROELECTRONICS NV-NY SHS,1.71,475000,00988A
6871 JP,MICRONICS JAPAN CO LTD,1.66,300000,00988A
2303,聯電,1.64,6000000,00988A
6997 JP,NIPPON CHEMI-CON CORP,1.54,1275100,00988A
6223,旺矽,1.51,145000,00988A
VECO US,VEECO INSTRUMENTS INC,1.51,500000,00988A
FTNT US,FORTINET INC,1.4,160000,00988A
NOW US,SERVICENOW INC,1.11,200000,00988A
AIXA GY,AIXTRON SE,0.97,380000,00988A
TSEM US,TOWER SEMICONDUCTOR LTD,0.9,68000,00988A
6274,台燿,0.89,375000,00988A
000660 KS,SK HYNIX INC,0.72,10000,00988A
6278 JP,UNION TOOL CO,0.6,90000,00988A
2308,台達電,0.54,175000,00988A
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,0.54,599909,00988A
COHR US,COHERENT INC,0.44,27500,00988A
3017,奇鋐,0.41,115000,00988A
2330,台積電,8.69,1406000,00992A
2383,台光電,7.03,563000,00992A
2059,川湖,6.35,293000,00992A
2345,智邦,5.67,977000,00992A
3017,奇鋐,5.58,1002000,00992A
6223,旺矽,5.08,326000,00992A
3665,貿聯-KY,4.67,955000,00992A
3037,欣興,4.63,2097000,00992A
8996,高力,4.59,1630000,00992A
3008,大立光,4.48,420000,00992A
2327,國巨*,4.01,2066000,00992A
2454,聯發科,3.76,406000,00992A
6584,南俊國際,3.59,2231000,00992A
6187,萬潤,3.28,1220000,00992A
2303,聯電,2.8,7000000,00992A
3711,日月光投控,2.78,1629000,00992A
3443,創意,2.21,211000,00992A
8299,群聯,2.21,445000,00992A
2455,全新,2.16,2753000,00992A
3661,世芯-KY,2.03,215000,00992A
8021,尖點,1.9,1501000,00992A
6182,合晶,1.87,4500000,00992A
3026,禾伸堂,1.74,909000,00992A
6515,穎崴,1.67,99000,00992A
6488,環球晶,1.35,394000,00992A
7751,竑騰,0.99,318000,00992A
3189,景碩,0.85,440013,00992A
6139,亞翔,0.54,250000,00992A
2337,旺宏,0.46,1343000,00992A
7734,印能科技,0.44,56000,00992A
3363,上詮,0.42,300000,00992A
6805,富世達,0.39,109000,00992A
3260,威剛,0.36,358000,00992A
5289,宜鼎,0.34,98000,00992A
3583,辛耘,0.31,147000,00992A
3264,欣銓,0.04,72000,00992A
3491,昇達科,0.0,1000,00992A
2330,台積電,9.59,1967000,00982A
5536,聖暉*,9.31,3729000,00982A
2454,聯發科,6.29,861000,00982A
6139,亞翔,5.25,3067000,00982A
6223,旺矽,3.77,307000,00982A
2345,智邦,3.65,798000,00982A
4958,臻鼎-KY,3.59,3147000,00982A
2360,致茂,3.23,823000,00982A
2383,台光電,3.22,327000,00982A
2059,川湖,3.13,183000,00982A
6488,環球晶,3.07,1137000,00982A
3105,穩懋,3.02,4143000,00982A
6669,緯穎,3.01,298000,00982A
2303,聯電,2.83,8952000,00982A
3491,昇達科,2.5,967000,00982A
6257,矽格,2.18,4647000,00982A
3264,欣銓,2.17,4628000,00982A
3008,大立光,2.03,241000,00982A
3583,辛耘,1.82,1111000,00982A
3017,奇鋐,1.79,407000,00982A
2467,志聖,1.77,1446000,00982A
2377,微星,1.62,5652000,00982A
6531,愛普*,1.55,862000,00982A
2472,立隆電,1.48,2342000,00982A
3711,日月光投控,1.35,1000000,00982A
2327,國巨*,1.29,844000,00982A
8016,矽創,1.28,2193000,00982A
3702,大聯大,1.23,5473000,00982A
7769,鴻勁,1.2,91000,00982A
2316,楠梓電,1.18,3388000,00982A
6274,台燿,1.12,438000,00982A
1785,光洋科,0.98,4349000,00982A
6147,頎邦,0.9,2300000,00982A
3036,文曄,0.88,2283000,00982A
8996,高力,0.83,376000,00982A
2368,金像電,0.77,388000,00982A
6278,台表科,0.76,2179000,00982A
2376,技嘉,0.7,1058000,00982A
2351,順德,0.64,1706000,00982A
6239,力成,0.44,700000,00982A
5274,信驊,0.35,12900,00982A
2885,元大金,0.28,2114420,00982A
2451,創見,0.25,519000,00982A
6187,萬潤,0.19,91000,00982A
6177,達麗,0.02,194350,00982A
3443,創意,0.01,1000,00982A
8046,南電,0.0,1000,00982A
4441,振大環球,0.0,4000,00982A
1519,華城,0.0,600,00982A
8358,金居,0.0,1000,00982A
3706,神達,0.0,1400,00982A
2886,兆豐金,0.0,1000,00982A
2881,富邦金,0.0,250,00982A
2330,台灣積體,13.509,4200000,00991A
2383,台光電子,8.122,1250000,00991A
2327,國巨股份,7.275,7200000,00991A
2408,南亞科技,5.774,10100000,00991A
3037,欣興電子,4.881,4250000,00991A
2454,聯發科技,4.818,1000000,00991A
6223,旺矽科技,4.698,580000,00991A
8046,南亞電路,4.649,2800000,00991A
2059,川湖科技,4.395,390000,00991A
2345,智邦科技,3.927,1300000,00991A
6274,台燿科技,3.541,2100000,00991A
3711,日月光投,3.019,3400000,00991A
7769,鴻勁精密,2.964,340000,00991A
2303,聯華電子,2.917,14000000,00991A
8299,群聯電子,2.836,1100000,00991A
3189,景碩科技,2.807,2800000,00991A
6669,緯穎科技,2.331,350000,00991A
3026,禾伸堂企,2.194,2200000,00991A
3017,奇鋐科技,2.115,730000,00991A
6515,穎崴科技,1.929,220000,00991A
2492,華新科技,1.601,3600000,00991A
3665,貿聯-KY,1.171,460000,00991A
5274,信驊科技,1.132,62500,00991A
2344,華邦電子,1.075,4800000,00991A
2404,漢唐集成,1.058,650000,00991A
2308,台達電子,0.022,9000,00991A
2368,金像電子,0.012,9000,00991A
4958,臻鼎-KY,0.007,9000,00991A
3653,健策精密,0.004,1000,00991A
2382,廣達電腦,0.004,9000,00991A
2449,京元電子,0.004,9000,00991A
6510,中華精測,0.003,1000,00991A
2313,華通電腦,0.003,9253,00991A
2317,鴻海精密,0.003,9000,00991A
2360,致茂電子,0.003,1000,00991A
2603,長榮海運,0.002,9000,00991A
3042,台灣晶技,0.002,9000,00991A
5347,世界先進,0.002,9000,00991A
3231,緯創資通,0.002,9000,00991A
2337,旺宏電子,0.002,9000,00991A
8210,勤誠興業,0.002,1000,00991A
8996,高力熱處,0.001,1000,00991A
2881,富邦金融,0.001,9000,00991A
2882,國泰金融,0.001,9000,00991A
1519,華城電機,0.001,1000,00991A
2885,元大金融,0.001,9000,00991A
2891,中國信託,0.001,9000,00991A
3044,健鼎科技,0.001,1000,00991A
2883,凱基金融,0.0,9000,00991A
3036,文曄科技,0.0,1000,00991A
