Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,18.45,12680000,00403A
2303,聯電,5.52,76000000,00403A
3017,奇鋐,4.8,3450000,00403A
2383,台光電,4.0,1405000,00403A
2454,聯發科,3.83,1795000,00403A
3037,欣興,3.59,7600000,00403A
6223,旺矽,3.17,1000000,00403A
2344,華邦電,3.12,40000000,00403A
2308,台達電,2.99,3040000,00403A
2345,智邦,2.92,2290000,00403A
3711,日月光投控,2.13,6400000,00403A
3653,健策,2.05,990000,00403A
6669,緯穎,1.94,600000,00403A
2327,國巨*,1.81,6000000,00403A
4958,臻鼎-KY,1.53,6154000,00403A
3533,嘉澤,1.38,1240000,00403A
5274,信驊,1.26,144500,00403A
6488,環球晶,1.24,2411000,00403A
3189,景碩,1.23,3217000,00403A
3443,創意,1.16,510000,00403A
2360,致茂,1.13,897000,00403A
6274,台燿,1.12,1680000,00403A
3665,貿聯-KY,1.11,880000,00403A
7769,鴻勁,1.11,300000,00403A
8046,南電,0.97,1750000,00403A
8996,高力,0.82,1600000,00403A
6805,富世達,0.57,700000,00403A
2317,鴻海,0.48,3200000,00403A
2337,旺宏,0.45,7498000,00403A
1303,南亞,0.44,4587000,00403A
1560,中砂,0.43,1113000,00403A
6239,力成,0.43,3026000,00403A
3211,順達,0.35,2000000,00403A
3583,辛耘,0.35,900000,00403A
3008,大立光,0.34,140000,00403A
4966,譜瑞-KY,0.27,800000,00403A
8358,金居,0.23,1312000,00403A
6515,穎崴,0.21,59000,00403A
2049,上銀,0.18,1010000,00403A
6442,光聖,0.16,225000,00403A
2404,漢唐,0.15,220000,00403A
6415,矽力*-KY,0.15,624000,00403A
3264,欣銓,0.07,700000,00403A
3450,聯鈞,0.07,300000,00403A
2455,全新,0.06,336000,00403A
2481,強茂,0.06,869000,00403A
6285,啟碁,0.03,250000,00403A
1717,長興,0.01,200000,00403A
8299,群聯,0.0,1000,00403A
6196,帆宣,0.0,1000,00403A
5347,世界,0.0,1000,00403A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),6.39,205000,00988A
MU US,MICRON TECHNOLOGY INC,6.1,108569,00988A
AMAT US,APPLIED MATERIALS INC,4.35,135000,00988A
2383,台光電,3.8,445000,00988A
3037,欣興,3.68,2600000,00988A
LITE US,LUMENTUM HOLDINGS INC,3.43,77000,00988A
6981 JP,MURATA MANUFACTURING CO LTD,3.4,1350000,00988A
2330,台積電,3.27,750000,00988A
2454,聯發科,2.85,445000,00988A
285A JP,KIOXIA HOLDINGS CORP,2.79,180000,00988A
BE US,BLOOM ENERGY CORP- A,2.79,210000,00988A
WDC US,WESTERN DIGITAL CORP,2.74,80000,00988A
IFX GY,INFINEON TECHNOLOGIES AG,2.73,625000,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),2.6,65000,00988A
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,2.58,200000,00988A
TSEM US,TOWER SEMICONDUCTOR LTD,2.53,186825,00988A
SNDK US,SANDISK CORP,2.3,28000,00988A
8035 JP,TOKYO ELECTRON LTD,2.25,110000,00988A
PANW US,PALO ALTO NETWORKS INC,2.09,100000,00988A
3665,貿聯-KY,1.96,520000,00988A
NOW US,SERVICENOW INC,1.91,270000,00988A
6223,旺矽,1.8,190000,00988A
3711,日月光投控,1.8,1800000,00988A
6871 JP,MICRONICS JAPAN CO LTD,1.73,370000,00988A
6976 JP,TAIYO YUDEN CO LTD,1.54,450000,00988A
MRVL US,MARVELL TECHNOLOGY INC,1.53,130000,00988A
LMT US,LOCKHEED MARTIN CORP,1.4,38000,00988A
