Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,10.13,11960000,00981A
2383,台光電,8.7,4486000,00981A
2327,國巨*,8.29,23892000,00981A
2454,聯發科,7.68,4977000,00981A
2345,智邦,5.25,6334000,00981A
6223,旺矽,5.18,2279000,00981A
2303,聯電,4.48,77390000,00981A
3037,欣興,4.41,13307000,00981A
2308,台達電,4.4,6222000,00981A
3017,奇鋐,4.28,5191000,00981A
3711,日月光投控,4.04,17948000,00981A
6669,緯穎,3.85,2417000,00981A
2368,金像電,3.58,8315000,00981A
3665,貿聯-KY,3.29,4833848,00981A
6274,台燿,2.99,5058000,00981A
3653,健策,2.96,2267000,00981A
8046,南電,2.76,8917000,00981A
5274,信驊,2.66,422000,00981A
6510,精測,1.16,930000,00981A
6515,穎崴,1.12,348000,00981A
6805,富世達,1.09,1811000,00981A
8210,勤誠,1.01,2267000,00981A
2449,京元電子,0.73,6484000,00981A
3533,嘉澤,0.65,852000,00981A
2317,鴻海,0.65,7307000,00981A
6147,頎邦,0.55,6275000,00981A
6187,萬潤,0.53,1334000,00981A
5439,高技,0.39,3528000,00981A
4966,譜瑞-KY,0.37,1642000,00981A
6278,台表科,0.3,4334000,00981A
6271,同欣電,0.25,2966000,00981A
1590,亞德客-KY,0.25,530000,00981A
8358,金居,0.22,980000,00981A
8996,高力,0.17,354000,00981A
6191,精成科,0.13,3988000,00981A
3264,欣銓,0.12,1508000,00981A
3376,新日興,0.12,1741000,00981A
6488,環球晶,0.12,350000,00981A
8150,南茂,0.05,1444000,00981A
2002,中鋼,0.03,5163000,00981A
3661,世芯-KY,0.0,1000,00981A
1815,富喬,0.0,107000,00981A
3443,創意,0.0,1000,00981A
2439,美律,0.0,18000,00981A
3008,大立光,0.0,1000,00981A
4958,臻鼎-KY,0.0,1000,00981A
2382,廣達,0.0,1000,00981A
2313,華通,0.0,1000,00981A
5347,世界,0.0,1000,00981A
2481,強茂,0.0,5000,00981A
2330,台積電,18.37,12900000,00403A
2303,聯電,7.19,74000000,00403A
2327,國巨*,5.86,10050000,00403A
3037,欣興,4.99,8960000,00403A
2344,華邦電,4.69,38800000,00403A
3017,奇鋐,4.51,3250000,00403A
2383,台光電,4.4,1350000,00403A
2454,聯發科,3.63,1400000,00403A
6223,旺矽,3.44,900000,00403A
2368,金像電,3.4,4700000,00403A
2345,智邦,2.92,2100000,00403A
2308,台達電,2.89,2430000,00403A
4958,臻鼎-KY,2.16,6440000,00403A
6669,緯穎,2.11,790000,00403A
3653,健策,1.82,830000,00403A
3711,日月光投控,1.7,4500000,00403A
6274,台燿,1.69,1700000,00403A
2337,旺宏,1.61,16350000,00403A
3533,嘉澤,1.58,1240000,00403A
8996,高力,1.29,1560000,00403A
3443,創意,1.16,430000,00403A
6488,環球晶,1.16,2000000,00403A
7769,鴻勁,1.09,279000,00403A
6515,穎崴,1.08,200000,00403A
5347,世界,1.06,9911000,00403A
6147,頎邦,0.89,6000000,00403A
8358,金居,0.73,1950000,00403A
3529,力旺,0.71,390000,00403A
1303,南亞,0.67,7550000,00403A
6442,光聖,0.65,570000,00403A
3189,景碩,0.65,1572000,00403A
6805,富世達,0.58,570000,00403A
2360,致茂,0.58,450000,00403A
3665,貿聯-KY,0.57,500000,00403A
5274,信驊,0.48,45000,00403A
2317,鴻海,0.47,3200000,00403A
3583,辛耘,0.45,900000,00403A
8046,南電,0.41,795000,00403A
3211,順達,0.38,1560000,00403A
