Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,10.81,11960000,00981A
2383,台光電,8.26,4653000,00981A
2327,國巨*,6.93,25098000,00981A
2454,聯發科,6.83,5131000,00981A
6223,旺矽,5.4,2443000,00981A
2345,智邦,5.23,6334000,00981A
3037,欣興,5.21,16607000,00981A
2303,聯電,4.92,86550000,00981A
3017,奇鋐,4.51,5191000,00981A
6669,緯穎,4.41,2417000,00981A
8046,南電,4.32,9519000,00981A
3711,日月光投控,3.91,16135000,00981A
2308,台達電,3.56,5181000,00981A
3665,貿聯-KY,3.37,4833848,00981A
2368,金像電,3.04,8315000,00981A
3653,健策,2.87,2267000,00981A
6274,台燿,2.38,5160000,00981A
5274,信驊,2.3,448900,00981A
8210,勤誠,0.98,2267000,00981A
6805,富世達,0.96,1811000,00981A
2449,京元電子,0.59,5193000,00981A
6187,萬潤,0.51,1334000,00981A
6147,頎邦,0.44,6275000,00981A
5439,高技,0.36,3528000,00981A
6510,精測,0.36,349000,00981A
6515,穎崴,0.31,130000,00981A
6278,台表科,0.28,4334000,00981A
1590,亞德客-KY,0.26,528000,00981A
6271,同欣電,0.24,2966000,00981A
6191,精成科,0.14,3988000,00981A
3264,欣銓,0.13,1508000,00981A
3376,新日興,0.13,1741000,00981A
2002,中鋼,0.04,5163000,00981A
4966,譜瑞-KY,0.03,140000,00981A
8996,高力,0.0,1000,00981A
8358,金居,0.0,1000,00981A
3661,世芯-KY,0.0,1000,00981A
1815,富喬,0.0,107000,00981A
3443,創意,0.0,1000,00981A
2439,美律,0.0,1000,00981A
3008,大立光,0.0,1000,00981A
4958,臻鼎-KY,0.0,1000,00981A
2382,廣達,0.0,1000,00981A
3533,嘉澤,0.0,1000,00981A
6488,環球晶,0.0,1000,00981A
2313,華通,0.0,1000,00981A
8150,南茂,0.0,1000,00981A
2317,鴻海,0.0,1000,00981A
5347,世界,0.0,1000,00981A
2481,強茂,0.0,5000,00981A
2330,台積電,18.93,12800000,00403A
2303,聯電,6.97,75000000,00403A
3017,奇鋐,4.9,3450000,00403A
