Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,9.93,11960000,00981A
2327,國巨*,9.86,25098000,00981A
2383,台光電,8.33,4486000,00981A
2454,聯發科,7.37,5037000,00981A
3037,欣興,5.6,15203000,00981A
2345,智邦,5.44,6334000,00981A
6223,旺矽,5.0,2382000,00981A
2303,聯電,4.9,86550000,00981A
3017,奇鋐,4.52,5191000,00981A
6669,緯穎,3.86,2417000,00981A
2308,台達電,3.77,5614000,00981A
8046,南電,3.65,8949000,00981A
2368,金像電,3.44,8315000,00981A
3665,貿聯-KY,3.19,4833848,00981A
3711,日月光投控,2.98,12742000,00981A
6274,台燿,2.93,5058000,00981A
3653,健策,2.68,2267000,00981A
5274,信驊,2.15,379000,00981A
6805,富世達,1.05,1811000,00981A
8210,勤誠,1.0,2267000,00981A
6515,穎崴,0.7,252000,00981A
6510,精測,0.66,636000,00981A
2449,京元電子,0.52,4481000,00981A
3533,嘉澤,0.47,652000,00981A
6187,萬潤,0.46,1334000,00981A
6147,頎邦,0.46,6275000,00981A
2317,鴻海,0.44,5114000,00981A
5439,高技,0.38,3528000,00981A
6278,台表科,0.32,4334000,00981A
6271,同欣電,0.27,2966000,00981A
1590,亞德客-KY,0.24,530000,00981A
8358,金居,0.2,980000,00981A
6191,精成科,0.15,3988000,00981A
4966,譜瑞-KY,0.14,624000,00981A
3264,欣銓,0.12,1508000,00981A
3376,新日興,0.12,1741000,00981A
6488,環球晶,0.12,350000,00981A
2002,中鋼,0.03,5163000,00981A
8996,高力,0.0,1000,00981A
3661,世芯-KY,0.0,1000,00981A
1815,富喬,0.0,107000,00981A
3443,創意,0.0,1000,00981A
2439,美律,0.0,1000,00981A
3008,大立光,0.0,1000,00981A
4958,臻鼎-KY,0.0,1000,00981A
2382,廣達,0.0,1000,00981A
2313,華通,0.0,1000,00981A
8150,南茂,0.0,1000,00981A
5347,世界,0.0,1000,00981A
2481,強茂,0.0,5000,00981A
2330,台積電,18.03,12900000,00403A
2303,聯電,7.15,75000000,00403A
2327,國巨*,6.64,10050000,00403A
3037,欣興,5.56,8960000,00403A
3017,奇鋐,4.95,3380000,00403A
2344,華邦電,4.67,38800000,00403A
2383,台光電,3.75,1200000,00403A
2454,聯發科,3.53,1435000,00403A
6223,旺矽,3.32,940000,00403A
2345,智邦,3.04,2100000,00403A
2308,台達電,2.75,2430000,00403A
4958,臻鼎-KY,2.35,6440000,00403A
6669,緯穎,2.12,790000,00403A
3711,日月光投控,1.97,5000000,00403A
2368,金像電,1.91,2750000,00403A
3189,景碩,1.66,3217000,00403A
6274,台燿,1.66,1700000,00403A
3653,健策,1.65,830000,00403A
3533,嘉澤,1.52,1240000,00403A
8996,高力,1.4,1560000,00403A
3443,創意,1.26,450000,00403A
5347,世界,1.24,9911000,00403A
6488,環球晶,1.17,2000000,00403A
7769,鴻勁,1.05,279000,00403A
6515,穎崴,0.94,200000,00403A
2337,旺宏,0.9,10000000,00403A
1303,南亞,0.73,7550000,00403A
8358,金居,0.68,1950000,00403A
3529,力旺,0.66,390000,00403A
6805,富世達,0.56,570000,00403A
2360,致茂,0.56,450000,00403A
8046,南電,0.55,795000,00403A
2317,鴻海,0.47,3200000,00403A
3583,辛耘,0.47,900000,00403A
6147,頎邦,0.43,3500000,00403A
5274,信驊,0.43,45000,00403A
1560,中砂,0.4,900000,00403A
3211,順達,0.37,1560000,00403A
4966,譜瑞-KY,0.33,900000,00403A
6196,帆宣,0.32,1000000,00403A
6415,矽力*-KY,0.31,900000,00403A
6442,光聖,0.29,300000,00403A
2049,上銀,0.19,1010000,00403A
3665,貿聯-KY,0.18,166000,00403A
6239,力成,0.1,500000,00403A
2455,全新,0.09,450000,00403A
4979,華星光,0.08,300000,00403A
8299,群聯,0.0,1000,00403A
8210,勤誠,0.0,1000,00403A
3081,聯亞,0.0,1000,00403A
MU US,MICRON TECHNOLOGY INC,6.87,116000,00988A
285A JP,KIOXIA HOLDINGS CORP,5.79,204800,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),5.52,80000,00988A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),5.44,195000,00988A
SNDK US,SANDISK CORP,4.77,45000,00988A
6981 JP,MURATA MANUFACTURING CO LTD,3.66,1066000,00988A
MRVL US,MARVELL TECHNOLOGY INC,3.3,230000,00988A
BE US,BLOOM ENERGY CORP- A,3.27,230000,00988A
6976 JP,TAIYO YUDEN CO LTD,3.15,529500,00988A
WDC US,WESTERN DIGITAL CORP,3.03,90000,00988A
3037,欣興,3.01,1900000,00988A
2383,台光電,2.92,330000,00988A
IFX GY,INFINEON TECHNOLOGIES AG,2.89,625000,00988A
2454,聯發科,2.82,445000,00988A
LITE US,LUMENTUM HOLDINGS INC,2.73,62000,00988A
2327,國巨*,2.36,1400000,00988A
AMAT US,APPLIED MATERIALS INC,2.34,65000,00988A
6997 JP,NIPPON CHEMI-CON CORP,2.28,1275100,00988A
8035 JP,TOKYO ELECTRON LTD,2.1,88000,00988A
4062 JP,IBIDEN CO LTD,2.08,275000,00988A
VSH US,VISHAY INTERTECHNOLOGY INC,2.04,700429,00988A
STM US,STMICROELECTRONICS NV-NY SHS,1.84,475000,00988A
5706 JP,Mitsui Mining ＆ Smelting Co,1.74,130000,00988A
2330,台積電,1.73,450000,00988A
2303,聯電,1.6,6000000,00988A
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,1.52,120000,00988A
ARM US,ARM HOLDINGS PLC,1.42,80000,00988A
6920 JP,LASERTEC CORP,1.38,87500,00988A
AIXA GY,AIXTRON SE,1.16,380000,00988A
6223,旺矽,1.13,115000,00988A
3711,日月光投控,1.12,1100000,00988A
COHR US,COHERENT INC,1.11,55000,00988A
3436 JP,SUMCO CORP,1.07,875400,00988A
6787 JP,MEIKO ELECTRONICS CO LTD,1.01,100000,00988A
7826 JP,FURUYA METAL CO LTD,0.99,374300,00988A
BESI NA,BE SEMICONDUCTOR INDUSTRIES,0.99,60000,00988A
3017,奇鋐,0.8,215000,00988A
6871 JP,MICRONICS JAPAN CO LTD,0.75,140000,00988A
688146 CH,PERIC SPECIAL GASES CO LTD-A,0.68,240000,00988A
6278 JP,UNION TOOL CO,0.63,90000,00988A
6274,台燿,0.62,244000,00988A
2308,台達電,0.54,175000,00988A
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,0.51,399909,00988A
6515,穎崴,0.39,30000,00988A
MU US,MICRON TECHNOLOGY INC,6.63,82951,00990A
SNDK US,SANDISK CORP,6.55,45813,00990A
285A JP,KIOXIA HOLDINGS CORP,5.81,152400,00990A
AMD US,ADVANCED MICRO DEVICES,4.83,128479,00990A
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,4.5,48865,00990A
6976 JP,TAIYO YUDEN CO LTD,3.84,478400,00990A
LITE US,LUMENTUM HOLDINGS INC,3.59,60505,00990A
6981 JP,MURATA MANUFACTURING CO LTD,3.19,689500,00990A
2308,台達電,3.1,744000,00990A
AMAT US,APPLIED MATERIALS INC,2.95,60866,00990A
WDC US,WESTERN DIGITAL CORP,2.88,63342,00990A
BE US,BLOOM ENERGY CORP- A,2.65,138100,00990A
MRVL US,MARVELL TECHNOLOGY INC,2.62,135300,00990A
IFX GR,INFINEON TECHNOLOGIES AG,2.54,403406,00990A
2454,聯發科,2.52,294000,00990A
4062 JP,IBIDEN CO LTD,2.4,235100,00990A
000660 KP,SK HYNIX INC,2.37,19980,00990A
LRCX US,LAM RESEARCH CORP,2.31,80473,00990A
MKSI US,MKS INC,1.92,66300,00990A
2330,台積電,1.88,363000,00990A
COHR US,COHERENT CORP,1.85,67800,00990A
2383,台光電,1.72,144000,00990A
STM US,STMICROELECTRONICS NV-NY SHS,1.67,319900,00990A
3037,欣興,1.65,773000,00990A
6723 JP,RENESAS ELECTRONICS CORP,1.25,604000,00990A
VECO US,VEECO INSTRUMENTS INC,1.24,255500,00990A
3436 JP,SUMCO CORP,1.18,716100,00990A
2303,聯電,1.17,3265000,00990A
6997 JP,NIPPON CHEMI-CON CORP,1.16,479600,00990A
5347,世界,1.14,2498000,00990A
VICR US,VICOR CORP,1.11,43400,00990A
VSH US,VISHAY INTERTECHNOLOGY INC,1.05,267800,00990A
6223,旺矽,0.99,75000,00990A
8035 JP,TOKYO ELECTRON LTD,0.97,30000,00990A
ARM US,ARM HOLDINGS PLC-ADR,0.95,39842,00990A
6274,台燿,0.91,268000,00990A
INTC US,INTEL CORP,0.91,98800,00990A
DIOD US,DIODES INC,0.81,111400,00990A
PENG US,PENGUIN SOLUTIONS INC,0.79,166400,00990A
3443,創意,0.67,69000,00990A
UCTT US,ULTRA CLEAN HOLDINGS INC,0.66,72284,00990A
CIEN US,CIENA CORP,0.61,18160,00990A
3665,貿聯-KY,0.59,144000,00990A
4958,臻鼎-KY,0.59,468000,00990A
6920 JP,LASERTEC CORP,0.56,26300,00990A
6146 JP,DISCO CORP,0.53,15600,00990A
6857 JP,ADVANTEST CORP,0.53,38700,00990A
GLW US,CORNING INC,0.41,23068,00990A
2330,台積電,7.74,1406000,00992A
