Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,10.11,11960000,00981A
2327,國巨*,9.66,25098000,00981A
2383,台光電,8.38,4486000,00981A
2454,聯發科,7.37,5037000,00981A
2345,智邦,5.69,6334000,00981A
6223,旺矽,5.38,2382000,00981A
3037,欣興,5.34,15203000,00981A
2303,聯電,4.94,86550000,00981A
3017,奇鋐,4.59,5191000,00981A
6669,緯穎,4.11,2417000,00981A
2308,台達電,3.77,5614000,00981A
8046,南電,3.55,8949000,00981A
2368,金像電,3.42,8315000,00981A
3665,貿聯-KY,3.28,4833848,00981A
3711,日月光投控,3.02,12742000,00981A
6274,台燿,2.94,5160000,00981A
3653,健策,2.6,2267000,00981A
5274,信驊,2.19,379000,00981A
6805,富世達,1.04,1811000,00981A
8210,勤誠,0.99,2267000,00981A
6515,穎崴,0.76,252000,00981A
6510,精測,0.71,636000,00981A
6187,萬潤,0.48,1334000,00981A
6147,頎邦,0.46,6275000,00981A
2449,京元電子,0.43,3808000,00981A
5439,高技,0.38,3528000,00981A
6278,台表科,0.3,4334000,00981A
3533,嘉澤,0.3,416000,00981A
6271,同欣電,0.29,2966000,00981A
1590,亞德客-KY,0.25,530000,00981A
6191,精成科,0.14,3988000,00981A
6488,環球晶,0.13,350000,00981A
3264,欣銓,0.12,1508000,00981A
3376,新日興,0.11,1741000,00981A
8358,金居,0.1,490000,00981A
4966,譜瑞-KY,0.03,140000,00981A
2002,中鋼,0.03,5163000,00981A
8996,高力,0.0,1000,00981A
3661,世芯-KY,0.0,1000,00981A
1815,富喬,0.0,107000,00981A
3443,創意,0.0,1000,00981A
2439,美律,0.0,1000,00981A
3008,大立光,0.0,1000,00981A
4958,臻鼎-KY,0.0,1000,00981A
2382,廣達,0.0,1000,00981A
2313,華通,0.0,1000,00981A
8150,南茂,0.0,1000,00981A
2317,鴻海,0.0,1000,00981A
5347,世界,0.0,1000,00981A
2481,強茂,0.0,5000,00981A
2330,台積電,18.39,12800000,00403A
2303,聯電,7.27,75000000,00403A
2327,國巨*,6.57,10050000,00403A
3037,欣興,5.34,8960000,00403A
3017,奇鋐,5.18,3450000,00403A
2344,華邦電,4.23,38800000,00403A
2383,台光電,3.62,1140000,00403A
6223,旺矽,3.61,940000,00403A
2454,聯發科,3.57,1435000,00403A
2345,智邦,3.2,2100000,00403A
2308,台達電,2.77,2430000,00403A
6669,緯穎,2.28,790000,00403A
4958,臻鼎-KY,2.23,6440000,00403A
3711,日月光投控,2.14,5300000,00403A
2368,金像電,1.92,2750000,00403A
6274,台燿,1.65,1700000,00403A
3189,景碩,1.64,3217000,00403A
3653,健策,1.62,830000,00403A
3533,嘉澤,1.54,1240000,00403A
8996,高力,1.39,1560000,00403A
3443,創意,1.3,450000,00403A
6488,環球晶,1.27,2000000,00403A
7769,鴻勁,1.11,279000,00403A
6515,穎崴,1.02,200000,00403A
2337,旺宏,0.82,10000000,00403A
1303,南亞,0.79,7550000,00403A
8358,金居,0.66,1950000,00403A
3529,力旺,0.66,390000,00403A
5347,世界,0.65,5500000,00403A
2360,致茂,0.59,450000,00403A
6805,富世達,0.56,570000,00403A
8046,南電,0.54,795000,00403A
3583,辛耘,0.47,900000,00403A
2317,鴻海,0.46,3200000,00403A
1560,中砂,0.44,1000000,00403A
6147,頎邦,0.44,3500000,00403A
5274,信驊,0.44,45000,00403A
3211,順達,0.37,1560000,00403A
6196,帆宣,0.33,1000000,00403A
4966,譜瑞-KY,0.32,900000,00403A
6415,矽力*-KY,0.3,900000,00403A
6442,光聖,0.27,300000,00403A
2049,上銀,0.2,1010000,00403A
3665,貿聯-KY,0.19,166000,00403A
6239,力成,0.1,500000,00403A
2455,全新,0.09,450000,00403A
4979,華星光,0.03,100000,00403A
8299,群聯,0.0,1000,00403A
8210,勤誠,0.0,1000,00403A
3081,聯亞,0.0,1000,00403A
MU US,MICRON TECHNOLOGY INC,6.66,116000,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),5.65,80000,00988A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),5.63,195000,00988A
285A JP,KIOXIA HOLDINGS CORP,5.63,204800,00988A
SNDK US,SANDISK CORP,5.09,45000,00988A
6976 JP,TAIYO YUDEN CO LTD,4.02,650000,00988A
6981 JP,MURATA MANUFACTURING CO LTD,3.72,1066000,00988A
3037,欣興,3.68,2200000,00988A
BE US,BLOOM ENERGY CORP- A,3.46,230000,00988A
MRVL US,MARVELL TECHNOLOGY INC,3.41,230000,00988A
AMAT US,APPLIED MATERIALS INC,3.34,93000,00988A
2454,聯發科,2.95,445000,00988A
IFX GY,INFINEON TECHNOLOGIES AG,2.89,625000,00988A
WDC US,WESTERN DIGITAL CORP,2.86,90000,00988A
2327,國巨*,2.85,1600000,00988A
2383,台光電,2.78,330000,00988A
LITE US,LUMENTUM HOLDINGS INC,2.65,62000,00988A
6997 JP,NIPPON CHEMI-CON CORP,2.15,1275100,00988A
8035 JP,TOKYO ELECTRON LTD,2.08,88000,00988A
4062 JP,IBIDEN CO LTD,2.01,275000,00988A
VSH US,VISHAY INTERTECHNOLOGY INC,1.87,700429,00988A
STM US,STMICROELECTRONICS NV-NY SHS,1.77,475000,00988A
5706 JP,Mitsui Mining ＆ Smelting Co,1.7,130000,00988A
2330,台積電,1.69,450000,00988A
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,1.62,120000,00988A
2303,聯電,1.54,6000000,00988A
ARM US,ARM HOLDINGS PLC,1.41,80000,00988A
6920 JP,LASERTEC CORP,1.33,87500,00988A
3711,日月光投控,1.17,1100000,00988A
AIXA GY,AIXTRON SE,1.13,380000,00988A
6223,旺矽,1.09,115000,00988A
COHR US,COHERENT INC,1.08,55000,00988A
3436 JP,SUMCO CORP,1.08,875400,00988A
6274,台燿,0.98,375000,00988A
6787 JP,MEIKO ELECTRONICS CO LTD,0.95,100000,00988A
3017,奇鋐,0.85,215000,00988A
6871 JP,MICRONICS JAPAN CO LTD,0.71,140000,00988A
7826 JP,FURUYA METAL CO LTD,0.68,273000,00988A
688146 CH,PERIC SPECIAL GASES CO LTD-A,0.62,240000,00988A
6278 JP,UNION TOOL CO,0.62,90000,00988A
2308,台達電,0.53,175000,00988A
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,0.49,399909,00988A
BESI NA,BE SEMICONDUCTOR INDUSTRIES,0.37,23000,00988A
SNDK US,SANDISK CORP,6.94,45813,00990A
MU US,MICRON TECHNOLOGY INC,6.38,82951,00990A
285A JP,KIOXIA HOLDINGS CORP,5.62,152400,00990A
AMD US,ADVANCED MICRO DEVICES,4.98,128479,00990A
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,4.77,50878,00990A
6976 JP,TAIYO YUDEN CO LTD,4.39,529900,00990A
LITE US,LUMENTUM HOLDINGS INC,3.46,60505,00990A
6981 JP,MURATA MANUFACTURING CO LTD,3.23,689500,00990A
2308,台達電,3.04,744000,00990A
AMAT US,APPLIED MATERIALS INC,2.93,60866,00990A
BE US,BLOOM ENERGY CORP- A,2.79,138100,00990A
WDC US,WESTERN DIGITAL CORP,2.7,63342,00990A
MRVL US,MARVELL TECHNOLOGY INC,2.69,135300,00990A
2454,聯發科,2.61,294000,00990A
IFX GR,INFINEON TECHNOLOGIES AG,2.51,403406,00990A
LRCX US,LAM RESEARCH CORP,2.32,80473,00990A
4062 JP,IBIDEN CO LTD,2.3,235100,00990A
000660 KP,SK HYNIX INC,2.27,19980,00990A
MKSI US,MKS INC,1.97,66300,00990A
2330,台積電,1.83,363000,00990A
COHR US,COHERENT CORP,1.78,67800,00990A
3037,欣興,1.73,773000,00990A
2383,台光電,1.62,144000,00990A
