Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,10.0,11960000,00981A
2327,國巨*,8.98,25098000,00981A
2383,台光電,8.6,4486000,00981A
2454,聯發科,7.42,5037000,00981A
2345,智邦,5.91,6334000,00981A
6223,旺矽,5.86,2382000,00981A
3037,欣興,5.05,15203000,00981A
2303,聯電,4.86,86550000,00981A
3017,奇鋐,4.82,5191000,00981A
6669,緯穎,4.26,2417000,00981A
2308,台達電,3.75,5614000,00981A
2368,金像電,3.48,8315000,00981A
8046,南電,3.47,8949000,00981A
3665,貿聯-KY,3.34,4833848,00981A
3711,日月光投控,3.14,12742000,00981A
6274,台燿,2.96,5160000,00981A
3653,健策,2.67,2267000,00981A
5274,信驊,2.28,379000,00981A
6805,富世達,1.03,1811000,00981A
8210,勤誠,1.01,2267000,00981A
6515,穎崴,0.8,252000,00981A
6510,精測,0.5,457000,00981A
6187,萬潤,0.45,1334000,00981A
6147,頎邦,0.45,6275000,00981A
2449,京元電子,0.45,3808000,00981A
5439,高技,0.42,3528000,00981A
6278,台表科,0.32,4334000,00981A
6271,同欣電,0.27,2966000,00981A
1590,亞德客-KY,0.25,530000,00981A
3533,嘉澤,0.21,291000,00981A
6191,精成科,0.15,3988000,00981A
3264,欣銓,0.13,1508000,00981A
3376,新日興,0.11,1741000,00981A
4966,譜瑞-KY,0.03,140000,00981A
2002,中鋼,0.03,5163000,00981A
6488,環球晶,0.02,50000,00981A
8996,高力,0.0,1000,00981A
8358,金居,0.0,1000,00981A
3661,世芯-KY,0.0,1000,00981A
1815,富喬,0.0,107000,00981A
3443,創意,0.0,1000,00981A
2439,美律,0.0,1000,00981A
3008,大立光,0.0,1000,00981A
4958,臻鼎-KY,0.0,1000,00981A
2382,廣達,0.0,1000,00981A
2313,華通,0.0,1000,00981A
8150,南茂,0.0,1000,00981A
2317,鴻海,0.0,1000,00981A
5347,世界,0.0,1000,00981A
2481,強茂,0.0,5000,00981A
2330,台積電,18.23,12800000,00403A
2303,聯電,7.17,75000000,00403A
2327,國巨*,6.13,10050000,00403A
3017,奇鋐,5.46,3450000,00403A
3037,欣興,5.07,8960000,00403A
6223,旺矽,4.19,1000000,00403A
2344,華邦電,4.11,38800000,00403A
2383,台光電,3.73,1140000,00403A
2454,聯發科,3.6,1435000,00403A
2345,智邦,3.34,2100000,00403A
2308,台達電,2.77,2430000,00403A
6669,緯穎,2.37,790000,00403A
3711,日月光投控,2.35,5600000,00403A
4958,臻鼎-KY,2.23,6440000,00403A
2368,金像電,1.96,2750000,00403A
3653,健策,1.67,830000,00403A
6274,台燿,1.66,1700000,00403A
3533,嘉澤,1.56,1240000,00403A
3189,景碩,1.54,3217000,00403A
3443,創意,1.48,480000,00403A
6488,環球晶,1.39,2000000,00403A
8996,高力,1.28,1560000,00403A
7769,鴻勁,1.13,279000,00403A
6515,穎崴,1.08,200000,00403A
1303,南亞,0.86,7550000,00403A
2337,旺宏,0.84,10000000,00403A
3529,力旺,0.67,390000,00403A
8358,金居,0.64,1950000,00403A
2360,致茂,0.57,450000,00403A
6805,富世達,0.55,570000,00403A
8046,南電,0.53,795000,00403A
3583,辛耘,0.47,900000,00403A
5274,信驊,0.46,45000,00403A
1560,中砂,0.44,1000000,00403A
2317,鴻海,0.44,3200000,00403A
3211,順達,0.37,1560000,00403A
6196,帆宣,0.34,1000000,00403A
4966,譜瑞-KY,0.34,900000,00403A
6415,矽力*-KY,0.32,900000,00403A
6442,光聖,0.28,300000,00403A
2049,上銀,0.21,1010000,00403A
3665,貿聯-KY,0.2,166000,00403A
6147,頎邦,0.12,1000000,00403A
5347,世界,0.11,1000000,00403A
6239,力成,0.1,500000,00403A
2455,全新,0.09,450000,00403A
8299,群聯,0.0,1000,00403A
8210,勤誠,0.0,1000,00403A
4979,華星光,0.0,1000,00403A
3081,聯亞,0.0,1000,00403A
MU US,MICRON TECHNOLOGY INC,6.07,116000,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),5.73,80000,00988A
285A JP,KIOXIA HOLDINGS CORP,5.62,204800,00988A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),5.34,195000,00988A
6976 JP,TAIYO YUDEN CO LTD,5.05,715000,00988A
SNDK US,SANDISK CORP,4.63,45000,00988A
6981 JP,MURATA MANUFACTURING CO LTD,3.95,1066000,00988A
3037,欣興,3.64,2200000,00988A
BE US,BLOOM ENERGY CORP- A,3.37,230000,00988A
MRVL US,MARVELL TECHNOLOGY INC,3.17,230000,00988A
