Stock_Code,Stock_Name,Weight,Shares,ETF
MU US,MICRON TECHNOLOGY INC,6.12,110500,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),5.68,80000,00988A
285A JP,KIOXIA HOLDINGS CORP,5.35,168000,00988A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),5.04,185000,00988A
SNDK US,SANDISK CORP,4.06,39000,00988A
MRVL US,MARVELL TECHNOLOGY INC,3.54,230000,00988A
6981 JP,MURATA MANUFACTURING CO LTD,3.46,960000,00988A
2454,聯發科,3.08,410000,00988A
2383,台光電,2.89,330000,00988A
LITE US,LUMENTUM HOLDINGS INC,2.86,62000,00988A
3037,欣興,2.74,1650000,00988A
WDC US,WESTERN DIGITAL CORP,2.72,72000,00988A
IFX GY,INFINEON TECHNOLOGIES AG,2.65,557550,00988A
6976 JP,TAIYO YUDEN CO LTD,2.63,380000,00988A
BE US,BLOOM ENERGY CORP- A,2.57,170000,00988A
6997 JP,NIPPON CHEMI-CON CORP,2.21,1275100,00988A
4062 JP,IBIDEN CO LTD,2.19,275000,00988A
6787 JP,MEIKO ELECTRONICS CO LTD,2.07,175000,00988A
5706 JP,Mitsui Mining ＆ Smelting Co,2.05,130000,00988A
VSH US,VISHAY INTERTECHNOLOGY INC,1.86,580429,00988A
BESI NA,BE SEMICONDUCTOR INDUSTRIES,1.72,90000,00988A
2330,台積電,1.6,400000,00988A
NOK US,NOKIA CORP-SPON ADR,1.54,2100000,00988A
ARM US,ARM HOLDINGS PLC,1.46,65518,00988A
STM US,STMICROELECTRONICS NV-NY SHS,1.46,375000,00988A
5274,信驊,1.43,46000,00988A
AIXA GY,AIXTRON SE,1.41,380000,00988A
6515,穎崴,1.4,88000,00988A
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,1.28,97000,00988A
2308,台達電,1.27,350000,00988A
6920 JP,LASERTEC CORP,1.27,72500,00988A
6223,旺矽,1.24,115000,00988A
3436 JP,SUMCO CORP,1.2,875400,00988A
603256 CH,GRACE FABRIC TECHNOLOGY CO-A,1.18,580000,00988A
7826 JP,FURUYA METAL CO LTD,1.14,374300,00988A
COHR US,COHERENT INC,1.11,55000,00988A
8035 JP,TOKYO ELECTRON LTD,1.11,46000,00988A
3711,日月光投控,1.1,1100000,00988A
CRWD US,CROWDSTRIKE HOLDINGS INC - A,1.02,28000,00988A
2303,聯電,0.94,4000000,00988A
3017,奇鋐,0.86,215000,00988A
NVDA US,NVIDIA CORP(輝達公司),0.82,75000,00988A
6278 JP,UNION TOOL CO,0.78,90000,00988A
2360,致茂,0.75,200000,00988A
DDOG US,DATADOG INC - CLASS A,0.72,60000,00988A
SOI FP,S.O.I.T.E.C.,0.69,90000,00988A
AXTI US,AXT INC,0.68,140000,00988A
6274,台燿,0.65,230000,00988A
7769,鴻勁,0.44,36000,00988A
SNDK US,SANDISK CORP,6.03,43653,00990A
MU US,MICRON TECHNOLOGY INC,5.86,79671,00990A
285A JP,KIOXIA HOLDINGS CORP,5.47,129500,00990A
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,4.44,46909,00990A
LITE US,LUMENTUM HOLDINGS INC,4.35,70905,00990A
6976 JP,TAIYO YUDEN CO LTD,4.16,453700,00990A
AMD US,ADVANCED MICRO DEVICES,4.07,112579,00990A
2308,台達電,3.58,744000,00990A
MRVL US,MARVELL TECHNOLOGY INC,3.29,161300,00990A
WDC US,WESTERN DIGITAL CORP,3.18,63342,00990A
6981 JP,MURATA MANUFACTURING CO LTD,3.0,627100,00990A
2454,聯發科,2.93,294000,00990A
AMAT US,APPLIED MATERIALS INC,2.58,61746,00990A
IFX GR,INFINEON TECHNOLOGIES AG,2.52,403406,00990A
BE US,BLOOM ENERGY CORP- A,2.22,110600,00990A
000660 KP,SK HYNIX INC,2.17,18426,00990A
4062 JP,IBIDEN CO LTD,2.11,200000,00990A
2330,台積電,1.93,363000,00990A
LRCX US,LAM RESEARCH CORP,1.93,73173,00990A
SNOW US,SNOWFLAKE INC,1.84,111000,00990A
STX US,SEAGATE TECHNOLOGY HOLDINGS,1.77,23600,00990A
3436 JP,SUMCO CORP,1.74,954000,00990A
3037,欣興,1.71,773000,00990A
2383,台光電,1.67,144000,00990A
