Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,16.91,11600000,00403A
2303,聯電,5.52,76000000,00403A
3017,奇鋐,4.94,3450000,00403A
2383,台光電,3.84,1360000,00403A
3037,欣興,3.71,7600000,00403A
2344,華邦電,3.68,40000000,00403A
2454,聯發科,3.67,1730000,00403A
6223,旺矽,3.3,1000000,00403A
2308,台達電,3.07,3040000,00403A
2345,智邦,2.95,2260000,00403A
3711,日月光投控,2.27,6400000,00403A
2327,國巨*,2.16,6000000,00403A
6669,緯穎,2.04,600000,00403A
3653,健策,2.01,931000,00403A
4958,臻鼎-KY,1.68,6154000,00403A
3533,嘉澤,1.46,1240000,00403A
6488,環球晶,1.44,2350000,00403A
3189,景碩,1.31,3217000,00403A
6274,台燿,1.21,1680000,00403A
3443,創意,1.19,510000,00403A
3665,貿聯-KY,1.17,825000,00403A
7769,鴻勁,1.1,300000,00403A
8046,南電,1.09,1750000,00403A
1303,南亞,1.07,10700000,00403A
5274,信驊,1.05,124500,00403A
2360,致茂,0.94,760000,00403A
8996,高力,0.93,1600000,00403A
2368,金像電,0.93,1800000,00403A
2337,旺宏,0.72,10000000,00403A
6805,富世達,0.6,700000,00403A
6515,穎崴,0.57,149000,00403A
2317,鴻海,0.49,3200000,00403A
3211,順達,0.43,2000000,00403A
6239,力成,0.42,2600000,00403A
1560,中砂,0.41,1000000,00403A
3583,辛耘,0.4,900000,00403A
8358,金居,0.37,1750000,00403A
4966,譜瑞-KY,0.3,800000,00403A
6415,矽力*-KY,0.22,834000,00403A
3008,大立光,0.2,80000,00403A
2049,上銀,0.19,1010000,00403A
6442,光聖,0.18,225000,00403A
2404,漢唐,0.12,180000,00403A
3450,聯鈞,0.08,300000,00403A
3264,欣銓,0.07,600000,00403A
2455,全新,0.07,336000,00403A
6285,啟碁,0.04,250000,00403A
8299,群聯,0.0,1000,00403A
6196,帆宣,0.0,1000,00403A
5347,世界,0.0,1000,00403A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),5.91,205000,00988A
MU US,MICRON TECHNOLOGY INC,5.69,108569,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),4.39,83000,00988A
AMAT US,APPLIED MATERIALS INC,4.06,135000,00988A
6981 JP,MURATA MANUFACTURING CO LTD,3.9,1350000,00988A
3037,欣興,3.67,2400000,00988A
2383,台光電,3.56,410000,00988A
285A JP,KIOXIA HOLDINGS CORP,3.5,180000,00988A
BE US,BLOOM ENERGY CORP- A,3.4,310000,00988A
LITE US,LUMENTUM HOLDINGS INC,3.19,77000,00988A
2330,台積電,3.18,750000,00988A
2454,聯發科,2.96,445000,00988A
SNDK US,SANDISK CORP,2.61,35000,00988A
IFX GY,INFINEON TECHNOLOGIES AG,2.55,625000,00988A
6976 JP,TAIYO YUDEN CO LTD,2.47,600000,00988A
8035 JP,TOKYO ELECTRON LTD,2.46,110000,00988A
TSEM US,TOWER SEMICONDUCTOR LTD,2.44,186825,00988A
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,2.42,200000,00988A
WDC US,WESTERN DIGITAL CORP,2.32,80000,00988A
2327,國巨*,2.03,1800000,00988A
6920 JP,LASERTEC CORP,2.02,130000,00988A
3711,日月光投控,1.98,1800000,00988A
6223,旺矽,1.96,190000,00988A
6871 JP,MICRONICS JAPAN CO LTD,1.95,370000,00988A
KLAC US,KLA CORP,1.9,160000,00988A
FTNT US,FORTINET INC,1.78,200000,00988A
3665,貿聯-KY,1.71,440000,00988A
PANW US,PALO ALTO NETWORKS INC,1.66,90000,00988A
NOW US,SERVICENOW INC,1.66,270000,00988A
6997 JP,NIPPON CHEMI-CON CORP,1.45,1275100,00988A
MRVL US,MARVELL TECHNOLOGY INC,1.43,130000,00988A
VECO US,VEECO INSTRUMENTS INC,1.41,500000,00988A
2308,台達電,1.01,320000,00988A
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,0.86,899909,00988A
LMT US,LOCKHEED MARTIN CORP,0.84,25000,00988A
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,0.68,189988,00988A
3436 JP,SUMCO CORP,0.67,500000,00988A
2303,聯電,0.57,2500000,00988A
AIXA GY,AIXTRON SE,0.51,200000,00988A
3017,奇鋐,0.5,115000,00988A
4062 JP,IBIDEN CO LTD,0.36,60000,00988A
AEHR US,AEHR TEST SYSTEMS,0.05,10459,00988A
AMD US,ADVANCED MICRO DEVICES,6.8,163179,00990A
LITE US,LUMENTUM HOLDINGS INC,5.91,98592,00990A
AMAT US,APPLIED MATERIALS INC,4.12,94706,00990A
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,3.76,49614,00990A
2330,台積電,3.53,576000,00990A
MU US,MICRON TECHNOLOGY INC,3.52,46405,00990A
285A JP,KIOXIA HOLDINGS CORP,3.35,119300,00990A
DELL US,DELL TECHNOLOGIES -C,3.21,89300,00990A
IFX GR,INFINEON TECHNOLOGIES AG,3.06,509622,00990A
WDC US,WESTERN DIGITAL CORP,2.65,63342,00990A
2308,台達電,2.58,565000,00990A
6981 JP,MURATA MANUFACTURING CO LTD,2.3,552000,00990A
2454,聯發科,2.25,235000,00990A
3037,欣興,2.21,1000000,00990A
SNDK US,SANDISK CORP,2.15,19953,00990A
MSFT US,MICROSOFT CORP,2.11,64400,00990A
8035 JP,TOKYO ELECTRON LTD,1.99,61700,00990A
META US,META PLATFORMS INC-CLASS A,1.93,38640,00990A
NVDA US,NVIDIA CORP,1.92,116300,00990A
2383,台光電,1.81,144000,00990A
6976 JP,TAIYO YUDEN CO LTD,1.79,301100,00990A
TSEM US,TOWER SEMICONDUCTOR LTD,1.77,93700,00990A
BE US,BLOOM ENERGY CORP- A,1.71,107900,00990A
7735 JP,SCREEN HOLDINGS CO LTD,1.69,207100,00990A
6723 JP,RENESAS ELECTRONICS CORP,1.67,837700,00990A
SNOW US,SNOWFLAKE INC,1.64,71300,00990A
MRVL US,MARVELL TECHNOLOGY INC,1.62,102000,00990A
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,1.48,84300,00990A
ASML US,ASML HOLDING NV-NY REG SHS,1.41,10130,00990A
DDOG US,DATADOG INC - CLASS A,1.37,64800,00990A
ANET US,ARISTA NETWORKS INC,1.23,85900,00990A
3436 JP,SUMCO CORP,1.18,611200,00990A
UCTT US,ULTRA CLEAN HOLDINGS INC,1.17,159184,00990A
ONTO US,ONTO INNOVATION INC,1.13,51200,00990A
6223,旺矽,1.12,75000,00990A
GOOGL US,ALPHABET INC-CL A,1.06,38440,00990A
SMTC US,SEMTECH CORP,1.06,103200,00990A
3711,日月光投控,1.02,641000,00990A
5347,世界,1.02,2498000,00990A
ICHR US,ICHOR HOLDINGS LTD,0.96,146400,00990A
2303,聯電,0.91,2775000,00990A
6274,台燿,0.88,268000,00990A
AMZN US,AMAZON.COM INC,0.88,45200,00990A
AVGO US,BROADCOM INC,0.88,27280,00990A
MXL US,MAXLINEAR INC,0.82,149801,00990A
2449,京元電子,0.69,960000,00990A
ON US,ON SEMICONDUCTOR,0.56,74800,00990A
GLW US,CORNING INC,0.34,27768,00990A
2330,台積電,8.97,1406000,00992A
2383,台光電,6.95,563000,00992A
3017,奇鋐,6.28,1002000,00992A
2345,智邦,6.17,1080000,00992A
2059,川湖,6.11,293000,00992A
3665,貿聯-KY,5.92,955000,00992A
6223,旺矽,4.71,326000,00992A
3008,大立光,4.59,420000,00992A
3037,欣興,4.49,2097000,00992A
8996,高力,4.13,1630000,00992A
2454,聯發科,3.77,406000,00992A
6187,萬潤,3.29,1220000,00992A
6584,南俊國際,3.01,2231000,00992A
3231,緯創,2.69,5662000,00992A
3711,日月光投控,2.53,1629000,00992A
8021,尖點,2.46,2501000,00992A
2455,全新,2.33,2753000,00992A
2303,聯電,2.22,7000000,00992A
3443,創意,2.16,211000,00992A
2327,國巨*,1.97,1247000,00992A
3661,世芯-KY,1.87,215000,00992A
8299,群聯,1.69,366000,00992A
3026,禾伸堂,1.34,909000,00992A
6669,緯穎,1.15,77000,00992A
6488,環球晶,1.06,394000,00992A
7751,竑騰,1.03,310000,00992A
3189,景碩,0.79,440013,00992A
6515,穎崴,0.7,42000,00992A
6139,亞翔,0.49,250000,00992A
7734,印能科技,0.49,56000,00992A
3363,上詮,0.45,300000,00992A
2337,旺宏,0.42,1343000,00992A
6805,富世達,0.41,109000,00992A
3260,威剛,0.37,358000,00992A
5289,宜鼎,0.33,98000,00992A
3583,辛耘,0.28,147000,00992A
3264,欣銓,0.04,72000,00992A
3491,昇達科,0.0,1000,00992A
2330,台積電,10.08,1967000,00982A
5536,聖暉*,8.65,3792000,00982A
2454,聯發科,6.49,871000,00982A
6139,亞翔,5.09,3220000,00982A
6669,緯穎,4.78,400000,00982A
2345,智邦,3.74,816000,00982A
2360,致茂,3.65,837000,00982A
6223,旺矽,3.56,307000,00982A
2383,台光電,3.3,333000,00982A
2059,川湖,3.1,185000,00982A
3105,穩懋,3.07,4226000,00982A
4958,臻鼎-KY,3.05,3178000,00982A
6488,環球晶,2.47,1148000,00982A
3491,昇達科,2.42,988000,00982A
2303,聯電,2.32,9112000,00982A
3008,大立光,2.15,245000,00982A
6257,矽格,2.08,4743000,00982A
3017,奇鋐,2.05,407000,00982A
3264,欣銓,1.99,4780000,00982A
2377,微星,1.79,5731000,00982A
6531,愛普*,1.77,1133000,00982A
3583,辛耘,1.76,1137000,00982A
2467,志聖,1.69,1479000,00982A
3702,大聯大,1.38,5594000,00982A
8016,矽創,1.38,2239000,00982A
3711,日月光投控,1.26,1016000,00982A
2472,立隆電,1.26,2383000,00982A
7769,鴻勁,1.2,93000,00982A
6274,台燿,1.14,449000,00982A
2316,楠梓電,1.11,3470000,00982A
2327,國巨*,1.07,844000,00982A
1785,光洋科,1.02,4500000,00982A
3036,文曄,1.01,2353000,00982A
5274,信驊,0.92,30900,00982A
2376,技嘉,0.78,1067000,00982A
8996,高力,0.78,382000,00982A
6278,台表科,0.73,2259000,00982A
2351,順德,0.56,1733000,00982A
3529,力旺,0.46,93000,00982A
6239,力成,0.4,700000,00982A
2451,創見,0.31,530000,00982A
2885,元大金,0.3,2128420,00982A
6187,萬潤,0.2,91000,00982A
3231,緯創,0.11,300000,00982A
6177,達麗,0.02,194350,00982A
3443,創意,0.01,1000,00982A
6831,邁科,0.01,4000,00982A
2368,金像電,0.0,2000,00982A
8046,南電,0.0,1000,00982A
4441,振大環球,0.0,4000,00982A
1519,華城,0.0,600,00982A
8358,金居,0.0,1000,00982A
3706,神達,0.0,1400,00982A
2886,兆豐金,0.0,1000,00982A
2881,富邦金,0.0,250,00982A
2330,台灣積體,13.2,4000000,00991A
2383,台光電子,8.298,1300000,00991A
2408,南亞科技,7.044,12400000,00991A
2327,國巨股份,6.112,7500000,00991A
2454,聯發科技,5.182,1080000,00991A
3037,欣興電子,4.7,4250000,00991A
2059,川湖科技,4.529,420000,00991A
6223,旺矽科技,4.485,600000,00991A
2345,智邦科技,4.429,1500000,00991A
8046,南亞電路,4.238,3000000,00991A
6274,台燿科技,3.516,2150000,00991A
6669,緯穎科技,3.462,450000,00991A
3711,日月光投,3.368,4200000,00991A
7769,鴻勁精密,2.996,360000,00991A
3017,奇鋐科技,2.788,860000,00991A
3189,景碩科技,2.775,3000000,00991A
8299,群聯電子,2.627,1100000,00991A
3026,禾伸堂企,2.059,2700000,00991A
3665,貿聯-KY,1.891,590000,00991A
6515,穎崴科技,1.804,210000,00991A
2303,聯華電子,1.643,10000000,00991A
5274,信驊科技,1.541,80500,00991A
2308,台達電子,1.509,660000,00991A
1303,南亞塑膠,1.363,6000000,00991A
2404,漢唐集成,1.169,800000,00991A
2368,金像電子,0.011,9000,00991A
