Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,10.51,11960000,00981A
2383,台光電,8.97,4653000,00981A
2327,國巨*,8.22,25098000,00981A
2454,聯發科,7.33,5131000,00981A
6223,旺矽,6.3,2443000,00981A
2345,智邦,5.69,6334000,00981A
3037,欣興,5.03,15779000,00981A
2303,聯電,4.91,86550000,00981A
3017,奇鋐,4.44,5191000,00981A
6669,緯穎,4.43,2417000,00981A
8046,南電,4.05,9149000,00981A
3711,日月光投控,3.64,14770000,00981A
2308,台達電,3.46,5052000,00981A
3665,貿聯-KY,3.28,4833848,00981A
2368,金像電,3.25,8315000,00981A
6274,台燿,2.95,5160000,00981A
3653,健策,2.64,2267000,00981A
5274,信驊,2.07,416900,00981A
8210,勤誠,0.97,2267000,00981A
6805,富世達,0.96,1811000,00981A
6515,穎崴,0.58,204000,00981A
6187,萬潤,0.51,1334000,00981A
6147,頎邦,0.5,6275000,00981A
6510,精測,0.43,411000,00981A
5439,高技,0.42,3528000,00981A
6278,台表科,0.31,4334000,00981A
6271,同欣電,0.27,2966000,00981A
1590,亞德客-KY,0.25,528000,00981A
2449,京元電子,0.21,1886000,00981A
6191,精成科,0.15,3988000,00981A
3264,欣銓,0.13,1508000,00981A
3376,新日興,0.12,1741000,00981A
4966,譜瑞-KY,0.03,140000,00981A
2002,中鋼,0.03,5163000,00981A
6488,環球晶,0.02,50000,00981A
8996,高力,0.0,1000,00981A
8358,金居,0.0,1000,00981A
3661,世芯-KY,0.0,1000,00981A
1815,富喬,0.0,107000,00981A
3443,創意,0.0,1000,00981A
2439,美律,0.0,1000,00981A
3008,大立光,0.0,1000,00981A
4958,臻鼎-KY,0.0,1000,00981A
2382,廣達,0.0,1000,00981A
3533,嘉澤,0.0,1000,00981A
2313,華通,0.0,1000,00981A
8150,南茂,0.0,1000,00981A
2317,鴻海,0.0,1000,00981A
5347,世界,0.0,1000,00981A
2481,強茂,0.0,5000,00981A
2330,台積電,19.01,12800000,00403A
2303,聯電,7.19,75000000,00403A
3017,奇鋐,4.99,3450000,00403A
2327,國巨*,4.98,9000000,00403A
6223,旺矽,4.35,1000000,00403A
2344,華邦電,4.3,39600000,00403A
2454,聯發科,3.86,1600000,00403A
3037,欣興,3.8,7064000,00403A
2383,台光電,3.71,1140000,00403A
2345,智邦,3.19,2100000,00403A
2308,台達電,2.81,2430000,00403A
3711,日月光投控,2.46,5900000,00403A
6669,緯穎,2.45,790000,00403A
4958,臻鼎-KY,2.33,6440000,00403A
2368,金像電,1.82,2750000,00403A
6488,環球晶,1.79,2152000,00403A
6274,台燿,1.64,1700000,00403A
3189,景碩,1.57,3217000,00403A
3653,健策,1.54,780000,00403A
3533,嘉澤,1.49,1240000,00403A
3443,創意,1.28,480000,00403A
8996,高力,1.21,1600000,00403A
7769,鴻勁,1.14,279000,00403A
6515,穎崴,0.95,200000,00403A
1303,南亞,0.95,8500000,00403A
8046,南電,0.92,1226000,00403A
2337,旺宏,0.88,10000000,00403A
8358,金居,0.64,1950000,00403A
6805,富世達,0.51,570000,00403A
3211,順達,0.5,1800000,00403A
2360,致茂,0.5,450000,00403A
2317,鴻海,0.47,3200000,00403A
3583,辛耘,0.45,900000,00403A
1560,中砂,0.44,1000000,00403A
5274,信驊,0.42,49500,00403A
4966,譜瑞-KY,0.32,800000,00403A
6415,矽力*-KY,0.29,900000,00403A
6442,光聖,0.27,300000,00403A
2049,上銀,0.21,1010000,00403A
3665,貿聯-KY,0.19,166000,00403A
6239,力成,0.18,900000,00403A
6196,帆宣,0.15,442000,00403A
3264,欣銓,0.09,600000,00403A
2455,全新,0.09,450000,00403A
3529,力旺,0.08,50000,00403A
8299,群聯,0.0,1000,00403A
8210,勤誠,0.0,1000,00403A
4979,華星光,0.0,1000,00403A
6147,頎邦,0.0,1000,00403A
5347,世界,0.0,1000,00403A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),5.69,205000,00988A
MU US,MICRON TECHNOLOGY INC,5.39,106000,00988A
285A JP,KIOXIA HOLDINGS CORP,4.87,204800,00988A
SNDK US,SANDISK CORP,4.17,45000,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),4.11,83000,00988A
6976 JP,TAIYO YUDEN CO LTD,3.76,760000,00988A
AMAT US,APPLIED MATERIALS INC,3.52,115000,00988A
BE US,BLOOM ENERGY CORP- A,3.41,250000,00988A
2327,國巨*,3.27,2200000,00988A
6981 JP,MURATA MANUFACTURING CO LTD,3.18,1066000,00988A
3037,欣興,3.17,2200000,00988A
2454,聯發科,2.97,445000,00988A
2383,台光電,2.93,330000,00988A
MRVL US,MARVELL TECHNOLOGY INC,2.86,230000,00988A
IFX GY,INFINEON TECHNOLOGIES AG,2.69,625000,00988A
