Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,10.64,11960000,00981A
2383,台光電,8.62,4653000,00981A
2327,國巨*,7.3,25098000,00981A
2454,聯發科,7.0,5131000,00981A
3037,欣興,5.67,16607000,00981A
6223,旺矽,5.64,2443000,00981A
2345,智邦,5.4,6334000,00981A
2303,聯電,5.24,86550000,00981A
8046,南電,4.91,9519000,00981A
6669,緯穎,4.49,2417000,00981A
3017,奇鋐,4.1,5191000,00981A
3711,日月光投控,3.93,15770000,00981A
2308,台達電,3.57,5181000,00981A
3665,貿聯-KY,3.37,4833848,00981A
2368,金像電,3.11,8315000,00981A
3653,健策,2.71,2267000,00981A
6274,台燿,2.7,5160000,00981A
5274,信驊,2.28,448900,00981A
8210,勤誠,0.95,2267000,00981A
6805,富世達,0.92,1811000,00981A
6515,穎崴,0.54,204000,00981A
6187,萬潤,0.53,1334000,00981A
6147,頎邦,0.47,6275000,00981A
2449,京元電子,0.46,4119000,00981A
5439,高技,0.38,3528000,00981A
6510,精測,0.36,349000,00981A
6278,台表科,0.28,4334000,00981A
1590,亞德客-KY,0.26,528000,00981A
6271,同欣電,0.24,2966000,00981A
6191,精成科,0.14,3988000,00981A
3376,新日興,0.13,1741000,00981A
3264,欣銓,0.12,1508000,00981A
2002,中鋼,0.04,5163000,00981A
6488,環球晶,0.03,50000,00981A
4966,譜瑞-KY,0.03,140000,00981A
8996,高力,0.0,1000,00981A
8358,金居,0.0,1000,00981A
3661,世芯-KY,0.0,1000,00981A
1815,富喬,0.0,107000,00981A
3443,創意,0.0,1000,00981A
2439,美律,0.0,1000,00981A
3008,大立光,0.0,1000,00981A
4958,臻鼎-KY,0.0,1000,00981A
2382,廣達,0.0,1000,00981A
3533,嘉澤,0.0,1000,00981A
2313,華通,0.0,1000,00981A
8150,南茂,0.0,1000,00981A
2317,鴻海,0.0,1000,00981A
5347,世界,0.0,1000,00981A
2481,強茂,0.0,5000,00981A
2330,台積電,18.98,12800000,00403A
2303,聯電,7.57,75000000,00403A
3017,奇鋐,4.54,3450000,00403A
2344,華邦電,4.39,40000000,00403A
3037,欣興,4.02,7064000,00403A
6223,旺矽,3.85,1000000,00403A
2327,國巨*,3.78,7800000,00403A
2454,聯發科,3.64,1600000,00403A
2383,台光電,3.52,1140000,00403A
2345,智邦,2.99,2100000,00403A
2308,台達電,2.91,2530000,00403A
4958,臻鼎-KY,2.61,6940000,00403A
6669,緯穎,2.45,790000,00403A
3711,日月光投控,2.45,5900000,00403A
6488,環球晶,2.02,2250000,00403A
2368,金像電,1.71,2750000,00403A
3189,景碩,1.65,3217000,00403A
3653,健策,1.55,780000,00403A
3533,嘉澤,1.53,1240000,00403A
8046,南電,1.5,1750000,00403A
6274,台燿,1.48,1700000,00403A
1303,南亞,1.37,9900000,00403A
3443,創意,1.2,480000,00403A
8996,高力,1.15,1600000,00403A
7769,鴻勁,1.14,279000,00403A
2337,旺宏,0.9,10000000,00403A
6515,穎崴,0.88,200000,00403A
5274,信驊,0.67,79500,00403A
2360,致茂,0.63,540000,00403A
8358,金居,0.49,1750000,00403A
6805,富世達,0.48,570000,00403A
3211,順達,0.47,1800000,00403A
2317,鴻海,0.46,3200000,00403A
3583,辛耘,0.46,900000,00403A
1560,中砂,0.45,1000000,00403A
4966,譜瑞-KY,0.31,800000,00403A
3665,貿聯-KY,0.29,250000,00403A
6415,矽力*-KY,0.28,900000,00403A
6442,光聖,0.26,300000,00403A
2049,上銀,0.2,1010000,00403A
6239,力成,0.17,900000,00403A
2455,全新,0.09,450000,00403A
3264,欣銓,0.08,600000,00403A
3008,大立光,0.07,30000,00403A
2404,漢唐,0.05,60000,00403A
8299,群聯,0.0,1000,00403A
6196,帆宣,0.0,1000,00403A
8210,勤誠,0.0,1000,00403A
6147,頎邦,0.0,1000,00403A
5347,世界,0.0,1000,00403A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),5.97,205000,00988A
MU US,MICRON TECHNOLOGY INC,5.54,106000,00988A
285A JP,KIOXIA HOLDINGS CORP,5.09,225000,00988A
SNDK US,SANDISK CORP,4.48,48000,00988A
AMAT US,APPLIED MATERIALS INC,4.27,135000,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),3.77,83000,00988A
6981 JP,MURATA MANUFACTURING CO LTD,3.72,1250000,00988A
BE US,BLOOM ENERGY CORP- A,3.62,280000,00988A
3037,欣興,3.46,2400000,00988A
2327,國巨*,3.08,2400000,00988A
6976 JP,TAIYO YUDEN CO LTD,2.95,760000,00988A
3436 JP,SUMCO CORP,2.73,1572000,00988A
IFX GY,INFINEON TECHNOLOGIES AG,2.72,625000,00988A
MRVL US,MARVELL TECHNOLOGY INC,2.72,230000,00988A
2383,台光電,2.71,330000,00988A
WDC US,WESTERN DIGITAL CORP,2.69,90000,00988A
2454,聯發科,2.69,445000,00988A
8035 JP,TOKYO ELECTRON LTD,2.56,110000,00988A
2330,台積電,2.48,620000,00988A
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,2.01,160000,00988A
LITE US,LUMENTUM HOLDINGS INC,1.91,44000,00988A
STM US,STMICROELECTRONICS NV-NY SHS,1.77,475000,00988A
4062 JP,IBIDEN CO LTD,1.62,275000,00988A
6871 JP,MICRONICS JAPAN CO LTD,1.62,300000,00988A
KLAC US,KLA CORP,1.59,130000,00988A
6997 JP,NIPPON CHEMI-CON CORP,1.53,1275100,00988A
6223,旺矽,1.52,145000,00988A
2303,聯電,1.5,6000000,00988A
3711,日月光投控,1.48,1400000,00988A
FTNT US,FORTINET INC,1.42,160000,00988A
6920 JP,LASERTEC CORP,1.29,87500,00988A
VECO US,VEECO INSTRUMENTS INC,1.23,400000,00988A
NOW US,SERVICENOW INC,1.11,200000,00988A
AIXA GY,AIXTRON SE,1.01,380000,00988A
6274,台燿,0.86,375000,00988A
3017,奇鋐,0.75,215000,00988A
000660 KS,SK HYNIX INC,0.69,10000,00988A
6278 JP,UNION TOOL CO,0.61,90000,00988A
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,0.57,599909,00988A
VSH US,VISHAY INTERTECHNOLOGY INC,0.55,250000,00988A
2308,台達電,0.54,175000,00988A
COHR US,COHERENT INC,0.45,27500,00988A
AMD US,ADVANCED MICRO DEVICES,6.74,163179,00990A
LITE US,LUMENTUM HOLDINGS INC,5.1,83032,00990A
MU US,MICRON TECHNOLOGY INC,4.85,65431,00990A
SNDK US,SANDISK CORP,4.81,36333,00990A
285A JP,KIOXIA HOLDINGS CORP,4.37,136300,00990A
AMAT US,APPLIED MATERIALS INC,3.74,83386,00990A
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,3.58,56363,00990A
6981 JP,MURATA MANUFACTURING CO LTD,2.91,689500,00990A
6976 JP,TAIYO YUDEN CO LTD,2.71,492500,00990A
WDC US,WESTERN DIGITAL CORP,2.69,63342,00990A
IFX GR,INFINEON TECHNOLOGIES AG,2.6,427856,00990A
2330,台積電,2.55,450000,00990A
BE US,BLOOM ENERGY CORP- A,2.53,138100,00990A
2454,聯發科,2.52,294000,00990A
2308,台達電,2.45,565000,00990A
3436 JP,SUMCO CORP,2.35,953500,00990A
MRVL US,MARVELL TECHNOLOGY INC,2.27,135300,00990A
DELL US,DELL TECHNOLOGIES -C,2.1,60900,00990A
LRCX US,LAM RESEARCH CORP,2.1,80473,00990A
4062 JP,IBIDEN CO LTD,1.96,235100,00990A
MKSI US,MKS INC,1.79,66300,00990A
ANET US,ARISTA NETWORKS INC,1.71,124100,00990A
6723 JP,RENESAS ELECTRONICS CORP,1.7,837700,00990A
2383,台光電,1.68,144000,00990A
3037,欣興,1.58,773000,00990A
NVDA US,NVIDIA CORP,1.57,98100,00990A
8035 JP,TOKYO ELECTRON LTD,1.53,46300,00990A
PENG US,PENGUIN SOLUTIONS INC,1.47,250600,00990A
000660 KP,SK HYNIX INC,1.39,14366,00990A
6525 JP,KOKUSAI ELECTRIC CORP,1.38,286400,00990A
ASML US,ASML HOLDING NV-NY REG SHS,1.36,10130,00990A
7735 JP,SCREEN HOLDINGS CO LTD,1.24,147300,00990A
ONTO US,ONTO INNOVATION INC,1.23,51200,00990A
2303,聯電,1.15,3265000,00990A
6223,旺矽,1.11,75000,00990A
UCTT US,ULTRA CLEAN HOLDINGS INC,1.05,133684,00990A
5347,世界,1.02,2498000,00990A
SNOW US,SNOWFLAKE INC,1.01,48700,00990A
3711,日月光投控,0.96,641000,00990A
6274,台燿,0.88,268000,00990A
DDOG US,DATADOG INC - CLASS A,0.82,40200,00990A
AVGO US,BROADCOM INC,0.8,27280,00990A
4958,臻鼎-KY,0.69,468000,00990A
2449,京元電子,0.57,834000,00990A
ON US,ON SEMICONDUCTOR,0.53,74800,00990A
6997 JP,NIPPON CHEMI-CON CORP,0.51,302100,00990A
GLW US,CORNING INC,0.33,23068,00990A
2330,台積電,8.27,1406000,00992A
2383,台光電,6.89,563000,00992A
2059,川湖,6.0,293000,00992A
2345,智邦,5.51,977000,00992A
3017,奇鋐,5.23,1002000,00992A
6223,旺矽,4.97,326000,00992A
3037,欣興,4.73,2097000,00992A
8996,高力,4.65,1630000,00992A
3665,貿聯-KY,4.4,955000,00992A
3008,大立光,4.09,420000,00992A
2327,國巨*,3.97,2066000,00992A
2454,聯發科,3.66,406000,00992A
6584,南俊國際,3.58,2231000,00992A
6187,萬潤,3.18,1220000,00992A
2303,聯電,2.8,7000000,00992A
3711,日月光投控,2.68,1629000,00992A
8299,群聯,2.26,445000,00992A
3443,創意,2.09,211000,00992A
2455,全新,2.09,2753000,00992A
6182,合晶,1.95,4500000,00992A
3661,世芯-KY,1.94,215000,00992A
8021,尖點,1.92,1501000,00992A
3026,禾伸堂,1.84,909000,00992A
6515,穎崴,1.73,99000,00992A
6488,環球晶,1.41,394000,00992A
3583,辛耘,1.15,566000,00992A
7751,竑騰,0.93,318000,00992A
3189,景碩,0.9,440013,00992A
6139,亞翔,0.54,250000,00992A
2337,旺宏,0.48,1343000,00992A
3363,上詮,0.43,300000,00992A
7734,印能科技,0.41,56000,00992A
6805,富世達,0.37,109000,00992A
3260,威剛,0.35,358000,00992A
5289,宜鼎,0.35,98000,00992A
3264,欣銓,0.04,72000,00992A
3491,昇達科,0.0,1000,00992A
2330,台積電,9.4,1967000,00982A
5536,聖暉*,9.13,3729000,00982A
2454,聯發科,6.31,861000,00982A
6139,亞翔,5.38,3067000,00982A
4958,臻鼎-KY,3.81,3147000,00982A
6223,旺矽,3.81,307000,00982A
2345,智邦,3.66,798000,00982A
6488,環球晶,3.3,1137000,00982A
2383,台光電,3.25,327000,00982A
3105,穩懋,3.13,4143000,00982A
2360,致茂,3.07,823000,00982A
2059,川湖,3.05,183000,00982A
6669,緯穎,2.97,298000,00982A
2303,聯電,2.91,8952000,00982A
3491,昇達科,2.26,967000,00982A
6257,矽格,2.16,4647000,00982A
3264,欣銓,2.03,4628000,00982A
3583,辛耘,1.83,1111000,00982A
3017,奇鋐,1.73,407000,00982A
