Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,10.41,11840000,00981A
2383,台光電,8.28,4653000,00981A
2454,聯發科,7.2,5131000,00981A
2327,國巨*,6.03,25098000,00981A
3037,欣興,5.33,16971000,00981A
2345,智邦,5.26,6334000,00981A
6223,旺矽,5.21,2443000,00981A
6669,緯穎,5.18,2417000,00981A
3017,奇鋐,4.83,5423000,00981A
2303,聯電,4.14,86550000,00981A
3665,貿聯-KY,3.99,4833848,00981A
8046,南電,3.95,9519000,00981A
3711,日月光投控,3.74,16327000,00981A
2308,台達電,3.72,5567000,00981A
3653,健策,2.91,2267000,00981A
2368,金像電,2.52,7478000,00981A
5274,信驊,2.47,448900,00981A
6274,台燿,2.41,5160000,00981A
6805,富世達,1.02,1931000,00981A
8210,勤誠,0.93,2267000,00981A
2449,京元電子,0.72,7089000,00981A
6187,萬潤,0.47,1334000,00981A
6510,精測,0.34,349000,00981A
4958,臻鼎-KY,0.3,1682000,00981A
4979,華星光,0.3,1874000,00981A
1590,亞德客-KY,0.28,528000,00981A
6147,頎邦,0.28,4706000,00981A
6278,台表科,0.26,4334000,00981A
5439,高技,0.23,2646000,00981A
6515,穎崴,0.22,93000,00981A
6271,同欣電,0.21,2966000,00981A
2408,南亞科,0.14,940000,00981A
6191,精成科,0.13,3988000,00981A
3264,欣銓,0.12,1508000,00981A
3376,新日興,0.12,1741000,00981A
2002,中鋼,0.04,5163000,00981A
4966,譜瑞-KY,0.03,140000,00981A
8996,高力,0.0,1000,00981A
8358,金居,0.0,1000,00981A
3661,世芯-KY,0.0,1000,00981A
3443,創意,0.0,1000,00981A
2439,美律,0.0,1000,00981A
3008,大立光,0.0,1000,00981A
2382,廣達,0.0,1000,00981A
3533,嘉澤,0.0,1000,00981A
6488,環球晶,0.0,1000,00981A
2313,華通,0.0,1000,00981A
8150,南茂,0.0,1000,00981A
2317,鴻海,0.0,1000,00981A
5347,世界,0.0,1000,00981A
2481,強茂,0.0,5000,00981A
2330,台積電,16.82,11600000,00403A
2303,聯電,6.0,76000000,00403A
3017,奇鋐,5.07,3450000,00403A
2454,聯發科,4.0,1730000,00403A
3037,欣興,3.93,7600000,00403A
2383,台光電,3.9,1330000,00403A
2344,華邦電,3.81,40000000,00403A
6223,旺矽,3.52,1000000,00403A
2308,台達電,3.35,3040000,00403A
2345,智邦,3.1,2260000,00403A
3711,日月光投控,2.42,6400000,00403A
2327,國巨*,2.38,6000000,00403A
6669,緯穎,2.12,600000,00403A
3653,健策,1.97,931000,00403A
4958,臻鼎-KY,1.83,6154000,00403A
3533,嘉澤,1.51,1240000,00403A
6488,環球晶,1.49,2350000,00403A
3189,景碩,1.41,3217000,00403A
6274,台燿,1.3,1680000,00403A
3443,創意,1.28,510000,00403A
8046,南電,1.2,1750000,00403A
1303,南亞,1.17,10700000,00403A
5274,信驊,1.13,124500,00403A
7769,鴻勁,1.12,300000,00403A
2368,金像電,1.0,1800000,00403A
8996,高力,0.99,1600000,00403A
2360,致茂,0.98,760000,00403A
3665,貿聯-KY,0.93,680000,00403A
2337,旺宏,0.77,10000000,00403A
6805,富世達,0.61,700000,00403A
6515,穎崴,0.58,149000,00403A
2317,鴻海,0.5,3200000,00403A
3211,順達,0.47,2000000,00403A
6239,力成,0.45,2600000,00403A
8358,金居,0.4,1750000,00403A
3583,辛耘,0.4,900000,00403A
1560,中砂,0.31,750000,00403A
4966,譜瑞-KY,0.3,800000,00403A
6415,矽力*-KY,0.26,900000,00403A
2049,上銀,0.2,1010000,00403A
6442,光聖,0.18,225000,00403A
3008,大立光,0.15,60000,00403A
2404,漢唐,0.12,180000,00403A
3264,欣銓,0.08,600000,00403A
2455,全新,0.07,336000,00403A
6285,啟碁,0.04,250000,00403A
8299,群聯,0.0,1000,00403A
6196,帆宣,0.0,1000,00403A
6147,頎邦,0.0,1000,00403A
5347,世界,0.0,1000,00403A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),6.0,205000,00988A
MU US,MICRON TECHNOLOGY INC,5.83,108569,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),4.51,83000,00988A
AMAT US,APPLIED MATERIALS INC,4.12,135000,00988A
6981 JP,MURATA MANUFACTURING CO LTD,3.83,1350000,00988A
285A JP,KIOXIA HOLDINGS CORP,3.7,180000,00988A
BE US,BLOOM ENERGY CORP- A,3.66,310000,00988A
3037,欣興,3.61,2400000,00988A
2383,台光電,3.51,410000,00988A
LITE US,LUMENTUM HOLDINGS INC,3.48,77000,00988A
SNDK US,SANDISK CORP,3.06,35000,00988A
2330,台積電,3.03,750000,00988A
2454,聯發科,2.89,445000,00988A
TSEM US,TOWER SEMICONDUCTOR LTD,2.64,186825,00988A
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,2.57,200000,00988A
IFX GY,INFINEON TECHNOLOGIES AG,2.54,625000,00988A
6976 JP,TAIYO YUDEN CO LTD,2.43,600000,00988A
WDC US,WESTERN DIGITAL CORP,2.42,80000,00988A
8035 JP,TOKYO ELECTRON LTD,2.41,110000,00988A
2327,國巨*,2.1,1800000,00988A
6871 JP,MICRONICS JAPAN CO LTD,2.01,370000,00988A
6223,旺矽,1.99,190000,00988A
3711,日月光投控,1.96,1800000,00988A
6920 JP,LASERTEC CORP,1.95,130000,00988A
KLAC US,KLA CORP,1.9,160000,00988A
