Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,16.7,11600000,00403A
2303,聯電,5.87,76000000,00403A
3017,奇鋐,5.07,3450000,00403A
2383,台光電,4.01,1360000,00403A
3037,欣興,3.95,7600000,00403A
2344,華邦電,3.92,40000000,00403A
2454,聯發科,3.9,1730000,00403A
6223,旺矽,3.5,1000000,00403A
2308,台達電,3.27,3040000,00403A
2345,智邦,3.1,2260000,00403A
3711,日月光投控,2.38,6400000,00403A
2327,國巨*,2.3,6000000,00403A
6669,緯穎,2.11,600000,00403A
3653,健策,2.01,931000,00403A
4958,臻鼎-KY,1.77,6154000,00403A
6488,環球晶,1.53,2350000,00403A
3533,嘉澤,1.48,1240000,00403A
3189,景碩,1.4,3217000,00403A
6274,台燿,1.29,1680000,00403A
3443,創意,1.27,510000,00403A
8046,南電,1.15,1750000,00403A
1303,南亞,1.14,10700000,00403A
5274,信驊,1.12,124500,00403A
7769,鴻勁,1.12,300000,00403A
3665,貿聯-KY,0.99,750000,00403A
2368,金像電,0.99,1800000,00403A
8996,高力,0.98,1600000,00403A
2360,致茂,0.98,760000,00403A
2337,旺宏,0.77,10000000,00403A
6805,富世達,0.62,700000,00403A
6515,穎崴,0.58,149000,00403A
2317,鴻海,0.5,3200000,00403A
3211,順達,0.46,2000000,00403A
6239,力成,0.44,2600000,00403A
1560,中砂,0.42,1000000,00403A
3583,辛耘,0.41,900000,00403A
8358,金居,0.4,1750000,00403A
4966,譜瑞-KY,0.3,800000,00403A
6415,矽力*-KY,0.25,900000,00403A
2049,上銀,0.2,1010000,00403A
6442,光聖,0.18,225000,00403A
3008,大立光,0.15,60000,00403A
2404,漢唐,0.12,180000,00403A
3264,欣銓,0.08,600000,00403A
2455,全新,0.07,336000,00403A
3450,聯鈞,0.05,200000,00403A
6285,啟碁,0.04,250000,00403A
8299,群聯,0.0,1000,00403A
6196,帆宣,0.0,1000,00403A
5347,世界,0.0,1000,00403A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),6.16,205000,00988A
MU US,MICRON TECHNOLOGY INC,5.75,108569,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),4.39,83000,00988A
AMAT US,APPLIED MATERIALS INC,4.17,135000,00988A
6981 JP,MURATA MANUFACTURING CO LTD,3.94,1350000,00988A
3037,欣興,3.57,2400000,00988A
285A JP,KIOXIA HOLDINGS CORP,3.54,180000,00988A
2383,台光電,3.46,410000,00988A
LITE US,LUMENTUM HOLDINGS INC,3.38,77000,00988A
BE US,BLOOM ENERGY CORP- A,3.3,310000,00988A
2330,台積電,3.13,750000,00988A
2454,聯發科,2.96,445000,00988A
SNDK US,SANDISK CORP,2.89,35000,00988A
IFX GY,INFINEON TECHNOLOGIES AG,2.64,625000,00988A
TSEM US,TOWER SEMICONDUCTOR LTD,2.51,186825,00988A
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,2.45,200000,00988A
8035 JP,TOKYO ELECTRON LTD,2.42,110000,00988A
6976 JP,TAIYO YUDEN CO LTD,2.41,600000,00988A
WDC US,WESTERN DIGITAL CORP,2.39,80000,00988A
2327,國巨*,2.05,1800000,00988A
6871 JP,MICRONICS JAPAN CO LTD,2.0,370000,00988A
6920 JP,LASERTEC CORP,1.97,130000,00988A
3711,日月光投控,1.96,1800000,00988A
KLAC US,KLA CORP,1.94,160000,00988A
6223,旺矽,1.92,190000,00988A
FTNT US,FORTINET INC,1.75,200000,00988A
3665,貿聯-KY,1.72,440000,00988A
PANW US,PALO ALTO NETWORKS INC,1.68,90000,00988A
NOW US,SERVICENOW INC,1.53,270000,00988A
VECO US,VEECO INSTRUMENTS INC,1.49,500000,00988A
6997 JP,NIPPON CHEMI-CON CORP,1.45,1275100,00988A
MRVL US,MARVELL TECHNOLOGY INC,1.45,130000,00988A
2308,台達電,1.01,320000,00988A
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,0.77,899909,00988A
301377 CH,GUANGDONG DTECH TECHNOLOGY-A,0.64,189988,00988A
3436 JP,SUMCO CORP,0.64,500000,00988A
2303,聯電,0.57,2500000,00988A
AIXA GY,AIXTRON SE,0.53,200000,00988A
3017,奇鋐,0.49,115000,00988A
4062 JP,IBIDEN CO LTD,0.37,60000,00988A
AEHR US,AEHR TEST SYSTEMS,0.05,10459,00988A
AMD US,ADVANCED MICRO DEVICES,7.02,163179,00990A
LITE US,LUMENTUM HOLDINGS INC,6.2,98592,00990A
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,3.7,49614,00990A
AMAT US,APPLIED MATERIALS INC,3.68,83386,00990A
MU US,MICRON TECHNOLOGY INC,3.52,46405,00990A
2330,台積電,3.44,576000,00990A
285A JP,KIOXIA HOLDINGS CORP,3.36,119300,00990A
WDC US,WESTERN DIGITAL CORP,2.71,63342,00990A
2308,台達電,2.57,565000,00990A
IFX GR,INFINEON TECHNOLOGIES AG,2.55,427856,00990A
SNDK US,SANDISK CORP,2.36,19953,00990A
6981 JP,MURATA MANUFACTURING CO LTD,2.31,552000,00990A
2454,聯發科,2.24,235000,00990A
6976 JP,TAIYO YUDEN CO LTD,2.23,388700,00990A
DELL US,DELL TECHNOLOGIES -C,2.22,61600,00990A
3037,欣興,2.14,1000000,00990A
MSFT US,MICROSOFT CORP,2.03,64400,00990A
NVDA US,NVIDIA CORP,1.98,116300,00990A
8035 JP,TOKYO ELECTRON LTD,1.95,61700,00990A
META US,META PLATFORMS INC-CLASS A,1.89,38640,00990A
2383,台光電,1.74,144000,00990A
6723 JP,RENESAS ELECTRONICS CORP,1.66,837700,00990A
7735 JP,SCREEN HOLDINGS CO LTD,1.65,207100,00990A
BE US,BLOOM ENERGY CORP- A,1.64,107900,00990A
MRVL US,MARVELL TECHNOLOGY INC,1.63,102000,00990A
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,1.48,84300,00990A
ASML US,ASML HOLDING NV-NY REG SHS,1.47,10130,00990A
TSEM US,TOWER SEMICONDUCTOR LTD,1.3,67700,00990A
ANET US,ARISTA NETWORKS INC,1.23,85900,00990A
UCTT US,ULTRA CLEAN HOLDINGS INC,1.22,159184,00990A
ONTO US,ONTO INNOVATION INC,1.15,51200,00990A
3436 JP,SUMCO CORP,1.11,611200,00990A
6223,旺矽,1.09,75000,00990A
SNOW US,SNOWFLAKE INC,1.08,48700,00990A
SMTC US,SEMTECH CORP,1.07,103200,00990A
2303,聯電,1.06,3265000,00990A
ICHR US,ICHOR HOLDINGS LTD,1.04,146400,00990A
GOOGL US,ALPHABET INC-CL A,1.01,38440,00990A
3711,日月光投控,1.0,641000,00990A
5347,世界,1.0,2498000,00990A
MXL US,MAXLINEAR INC,0.88,149801,00990A
AMZN US,AMAZON.COM INC,0.86,45200,00990A
AVGO US,BROADCOM INC,0.86,27280,00990A
6274,台燿,0.85,268000,00990A
DDOG US,DATADOG INC - CLASS A,0.82,40200,00990A
TXN US,TEXAS INSTRUMENTS INC,0.77,33500,00990A
6525 JP,KOKUSAI ELECTRIC CORP,0.75,173400,00990A
NOK US,NOKIA CORP-SPON ADR,0.75,1003900,00990A
2449,京元電子,0.58,834000,00990A
ON US,ON SEMICONDUCTOR,0.54,74800,00990A
GLW US,CORNING INC,0.34,27768,00990A
2330,台積電,8.62,1406000,00992A
2383,台光電,7.07,563000,00992A
2059,川湖,6.32,293000,00992A
2345,智邦,6.31,1080000,00992A
3017,奇鋐,6.27,1002000,00992A
3665,貿聯-KY,5.35,955000,00992A
6223,旺矽,4.86,326000,00992A
3037,欣興,4.64,2097000,00992A
3008,大立光,4.48,420000,00992A
8996,高力,4.23,1630000,00992A
2454,聯發科,3.9,406000,00992A
6187,萬潤,3.29,1220000,00992A
6584,南俊國際,3.02,2231000,00992A
3711,日月光投控,2.58,1629000,00992A
8021,尖點,2.55,2501000,00992A
2455,全新,2.34,2753000,00992A
2303,聯電,2.3,7000000,00992A
3443,創意,2.23,211000,00992A
2327,國巨*,2.03,1247000,00992A
3661,世芯-KY,1.94,215000,00992A
8299,群聯,1.74,366000,00992A
3231,緯創,1.61,3496000,00992A
3026,禾伸堂,1.39,909000,00992A
6669,緯穎,1.15,77000,00992A
6488,環球晶,1.09,394000,00992A
7751,竑騰,1.01,310000,00992A
3189,景碩,0.81,440013,00992A
6515,穎崴,0.7,42000,00992A
7734,印能科技,0.5,56000,00992A
6139,亞翔,0.5,250000,00992A
3363,上詮,0.47,300000,00992A
2337,旺宏,0.44,1343000,00992A
6805,富世達,0.41,109000,00992A
3260,威剛,0.38,358000,00992A
5289,宜鼎,0.34,98000,00992A
3583,辛耘,0.29,147000,00992A
3264,欣銓,0.04,72000,00992A
3491,昇達科,0.0,1000,00992A
2330,台灣積體,12.646,4000000,00991A
2383,台光電子,8.421,1300000,00991A
2408,南亞科技,7.274,12400000,00991A
2327,國巨股份,6.306,7500000,00991A
2454,聯發科技,5.347,1080000,00991A
3037,欣興電子,4.849,4250000,00991A
2059,川湖科技,4.676,420000,00991A
6223,旺矽科技,4.617,600000,00991A
2345,智邦科技,4.52,1500000,00991A
8046,南亞電路,4.339,3000000,00991A
6274,台燿科技,3.63,2150000,00991A
