Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,9.6,12134000,00981A
2383,台光電,8.9,4863000,00981A
2454,聯發科,7.24,5448000,00981A
3037,欣興,6.63,20210000,00981A
3017,奇鋐,5.29,5801000,00981A
2327,國巨*,5.19,25437000,00981A
6223,旺矽,5.1,2443000,00981A
6669,緯穎,4.89,2496000,00981A
2345,智邦,4.53,6419000,00981A
2308,台達電,4.22,7070000,00981A
3711,日月光投控,4.06,19529000,00981A
8046,南電,3.62,9519000,00981A
2303,聯電,3.57,87718000,00981A
3665,貿聯-KY,3.36,4616848,00981A
3653,健策,3.19,2375000,00981A
6274,台燿,2.92,5499000,00981A
5274,信驊,2.47,454900,00981A
6805,富世達,1.31,2215000,00981A
2368,金像電,1.27,4000000,00981A
2449,京元電子,0.92,11295450,00981A
8210,勤誠,0.84,2497000,00981A
6187,萬潤,0.46,1334000,00981A
2360,致茂,0.39,572000,00981A
4979,華星光,0.37,2174000,00981A
6510,精測,0.33,361000,00981A
4958,臻鼎-KY,0.27,1682000,00981A
8996,高力,0.25,712000,00981A
3264,欣銓,0.22,3080000,00981A
6278,台表科,0.18,3250000,00981A
6271,同欣電,0.14,2224000,00981A
6191,精成科,0.11,3988000,00981A
3376,新日興,0.11,1741000,00981A
6515,穎崴,0.05,23000,00981A
4966,譜瑞-KY,0.03,140000,00981A
2002,中鋼,0.03,5163000,00981A
8358,金居,0.0,1000,00981A
3661,世芯-KY,0.0,1000,00981A
3443,創意,0.0,1000,00981A
2439,美律,0.0,1000,00981A
1590,亞德客-KY,0.0,1000,00981A
3008,大立光,0.0,1000,00981A
2382,廣達,0.0,1000,00981A
3533,嘉澤,0.0,1000,00981A
2408,南亞科,0.0,1000,00981A
6488,環球晶,0.0,1000,00981A
2313,華通,0.0,1000,00981A
8150,南茂,0.0,1000,00981A
2317,鴻海,0.0,1000,00981A
5347,世界,0.0,1000,00981A
2481,強茂,0.0,5000,00981A
2330,台積電,16.92,12680000,00403A
2303,聯電,5.41,79000000,00403A
3017,奇鋐,5.31,3450000,00403A
2383,台光電,4.93,1600000,00403A
3037,欣興,4.68,8460000,00403A
2454,聯發科,4.48,2000000,00403A
2344,華邦電,4.2,42300000,00403A
6223,旺矽,3.69,1050000,00403A
2327,國巨*,3.09,9000000,00403A
2308,台達電,3.06,3040000,00403A
3711,日月光投控,2.8,8000000,00403A
2345,智邦,2.74,2307000,00403A
3189,景碩,1.99,4250000,00403A
5274,信驊,1.83,199500,00403A
3653,健策,1.81,800000,00403A
6669,緯穎,1.65,500000,00403A
6274,台燿,1.5,1680000,00403A
3665,貿聯-KY,1.47,1200000,00403A
3443,創意,1.41,510000,00403A
3533,嘉澤,1.38,1240000,00403A
6488,環球晶,1.25,2646000,00403A
8046,南電,1.12,1750000,00403A
2360,致茂,1.04,897000,00403A
8996,高力,0.95,1600000,00403A
6239,力成,0.84,5360000,00403A
4958,臻鼎-KY,0.82,3000000,00403A
6805,富世達,0.7,700000,00403A
1303,南亞,0.64,6000000,00403A
3008,大立光,0.63,260000,00403A
7769,鴻勁,0.58,165000,00403A
1560,中砂,0.57,1500000,00403A
2337,旺宏,0.55,7498000,00403A
2317,鴻海,0.47,3200000,00403A
3211,順達,0.45,2000000,00403A
3450,聯鈞,0.42,1600000,00403A
3583,辛耘,0.35,900000,00403A
8358,金居,0.28,1312000,00403A
2049,上銀,0.21,1010000,00403A
6442,光聖,0.18,225000,00403A
4966,譜瑞-KY,0.17,500000,00403A
2404,漢唐,0.16,250000,00403A
3264,欣銓,0.09,700000,00403A
1717,長興,0.09,2300000,00403A
2481,強茂,0.09,1100000,00403A
2455,全新,0.07,336000,00403A
6285,啟碁,0.05,350000,00403A
6415,矽力*-KY,0.05,200000,00403A
8299,群聯,0.0,1000,00403A
6196,帆宣,0.0,1000,00403A
5347,世界,0.0,1000,00403A
MU US,MICRON TECHNOLOGY INC,6.11,123569,00988A
