Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,17.4,12000000,00403A
2303,聯電,5.5,76000000,00403A
3017,奇鋐,4.79,3450000,00403A
2383,台光電,3.99,1405000,00403A
2454,聯發科,3.82,1795000,00403A
3037,欣興,3.58,7600000,00403A
6223,旺矽,3.16,1000000,00403A
2344,華邦電,3.12,40000000,00403A
2308,台達電,3.06,3040000,00403A
2345,智邦,2.91,2290000,00403A
3711,日月光投控,2.13,6400000,00403A
3653,健策,2.04,990000,00403A
6669,緯穎,1.93,600000,00403A
2327,國巨*,1.8,6000000,00403A
4958,臻鼎-KY,1.52,6154000,00403A
3533,嘉澤,1.38,1240000,00403A
5274,信驊,1.25,144500,00403A
3189,景碩,1.22,3217000,00403A
6488,環球晶,1.2,2350000,00403A
3443,創意,1.16,510000,00403A
6274,台燿,1.12,1680000,00403A
3665,貿聯-KY,1.11,880000,00403A
7769,鴻勁,1.11,300000,00403A
2360,致茂,1.06,840000,00403A
8046,南電,0.96,1750000,00403A
8996,高力,0.82,1600000,00403A
6805,富世達,0.57,700000,00403A
2317,鴻海,0.48,3200000,00403A
2337,旺宏,0.45,7498000,00403A
1303,南亞,0.44,4587000,00403A
3211,順達,0.38,2000000,00403A
1560,中砂,0.38,1000000,00403A
6239,力成,0.37,2600000,00403A
3583,辛耘,0.35,900000,00403A
3008,大立光,0.34,140000,00403A
6515,穎崴,0.31,89000,00403A
4966,譜瑞-KY,0.28,800000,00403A
8358,金居,0.23,1312000,00403A
2368,金像電,0.2,420000,00403A
2049,上銀,0.19,1010000,00403A
6442,光聖,0.16,225000,00403A
6415,矽力*-KY,0.15,624000,00403A
2404,漢唐,0.12,180000,00403A
3264,欣銓,0.07,700000,00403A
3450,聯鈞,0.07,300000,00403A
2455,全新,0.06,336000,00403A
6285,啟碁,0.03,250000,00403A
8299,群聯,0.0,1000,00403A
6196,帆宣,0.0,1000,00403A
5347,世界,0.0,1000,00403A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),5.97,205000,00988A
MU US,MICRON TECHNOLOGY INC,5.44,108569,00988A
