Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,9.3,11959000,00981A
2383,台光電,8.38,4863000,00981A
2454,聯發科,7.06,5448000,00981A
3037,欣興,6.26,20210000,00981A
6669,緯穎,5.63,2708000,00981A
3017,奇鋐,5.06,5801000,00981A
2345,智邦,4.99,6419000,00981A
6223,旺矽,4.83,2443000,00981A
2327,國巨*,4.83,25437000,00981A
3665,貿聯-KY,3.96,5130848,00981A
2303,聯電,3.48,87718000,00981A
8046,南電,3.33,9519000,00981A
3653,健策,3.3,2375000,00981A
2308,台達電,3.22,5932000,00981A
3711,日月光投控,3.2,16327000,00981A
6274,台燿,2.47,5499000,00981A
5274,信驊,2.36,454900,00981A
2368,金像電,2.28,7579000,00981A
6805,富世達,1.04,1957000,00981A
2449,京元電子,0.93,11295450,00981A
8210,勤誠,0.89,2297000,00981A
6187,萬潤,0.49,1334000,00981A
2360,致茂,0.3,472000,00981A
4979,華星光,0.28,1874000,00981A
1590,亞德客-KY,0.25,528000,00981A
4958,臻鼎-KY,0.25,1682000,00981A
6510,精測,0.24,261000,00981A
6515,穎崴,0.2,93000,00981A
6278,台表科,0.17,3250000,00981A
8996,高力,0.14,412000,00981A
2408,南亞科,0.14,940000,00981A
6271,同欣電,0.13,2224000,00981A
2049,上銀,0.12,1080000,00981A
6191,精成科,0.11,3988000,00981A
3264,欣銓,0.1,1508000,00981A
3376,新日興,0.1,1741000,00981A
4966,譜瑞-KY,0.03,140000,00981A
2002,中鋼,0.03,5163000,00981A
8358,金居,0.0,1000,00981A
3661,世芯-KY,0.0,1000,00981A
3443,創意,0.0,1000,00981A
2439,美律,0.0,1000,00981A
3008,大立光,0.0,1000,00981A
2382,廣達,0.0,1000,00981A
3533,嘉澤,0.0,1000,00981A
6488,環球晶,0.0,1000,00981A
2313,華通,0.0,1000,00981A
8150,南茂,0.0,1000,00981A
2317,鴻海,0.0,1000,00981A
5347,世界,0.0,1000,00981A
2481,強茂,0.0,5000,00981A
2330,台積電,16.85,12680000,00403A
2303,聯電,5.28,77800000,00403A
3017,奇鋐,5.14,3450000,00403A
2383,台光電,4.4,1495000,00403A
3037,欣興,4.27,8060000,00403A
2454,聯發科,4.23,1910000,00403A
2344,華邦電,3.7,41155000,00403A
6223,旺矽,3.55,1050000,00403A
2345,智邦,3.07,2307000,00403A
2308,台達電,2.82,3040000,00403A
3653,健策,2.45,1030000,00403A
3711,日月光投控,2.4,7160000,00403A
2327,國巨*,2.27,7000000,00403A
6669,緯穎,2.13,600000,00403A
4958,臻鼎-KY,1.56,6154000,00403A
3665,貿聯-KY,1.45,1101000,00403A
6488,環球晶,1.44,2646000,00403A
3533,嘉澤,1.43,1240000,00403A
