Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,9.77,11960000,00981A
2383,台光電,7.99,4486000,00981A
2327,國巨*,7.85,23292000,00981A
2454,聯發科,7.42,4861000,00981A
2345,智邦,5.41,6334000,00981A
6223,旺矽,5.01,2279000,00981A
2308,台達電,4.85,6572000,00981A
6669,緯穎,4.33,2492000,00981A
3037,欣興,4.22,12466000,00981A
3017,奇鋐,4.2,5191000,00981A
2368,金像電,3.9,8315000,00981A
2303,聯電,3.71,77390000,00981A
3711,日月光投控,3.66,17948000,00981A
3665,貿聯-KY,3.46,4833848,00981A
8046,南電,3.28,10828000,00981A
3653,健策,3.1,2267000,00981A
6274,台燿,2.82,4927000,00981A
5274,信驊,2.67,422000,00981A
6515,穎崴,1.41,436000,00981A
6510,精測,1.13,930000,00981A
6805,富世達,1.06,1811000,00981A
8210,勤誠,1.04,2267000,00981A
2317,鴻海,0.68,7307000,00981A
3533,嘉澤,0.67,852000,00981A
8996,高力,0.54,1034000,00981A
6187,萬潤,0.53,1334000,00981A
6147,頎邦,0.49,6275000,00981A
3443,創意,0.45,258000,00981A
5439,高技,0.39,3528000,00981A
4966,譜瑞-KY,0.38,1642000,00981A
8150,南茂,0.38,11635000,00981A
2449,京元電子,0.35,3645000,00981A
4958,臻鼎-KY,0.31,1428000,00981A
6278,台表科,0.3,4334000,00981A
1590,亞德客-KY,0.24,530000,00981A
8358,金居,0.21,980000,00981A
6191,精成科,0.14,3988000,00981A
6488,環球晶,0.13,350000,00981A
3376,新日興,0.12,1741000,00981A
6271,同欣電,0.11,1466000,00981A
2002,中鋼,0.03,5163000,00981A
2313,華通,0.03,329000,00981A
3264,欣銓,0.0,1000,00981A
3661,世芯-KY,0.0,1000,00981A
1815,富喬,0.0,107000,00981A
2439,美律,0.0,18000,00981A
3008,大立光,0.0,1000,00981A
2382,廣達,0.0,1000,00981A
5347,世界,0.0,1000,00981A
2481,強茂,0.0,5000,00981A
2330,台積電,19.28,14200000,00403A
2303,聯電,5.77,72400000,00403A
2327,國巨*,5.63,10050000,00403A
3037,欣興,5.04,8960000,00403A
2344,華邦電,4.4,38800000,00403A
3017,奇鋐,4.38,3250000,00403A
2383,台光電,4.0,1350000,00403A
2368,金像電,3.67,4700000,00403A
6223,旺矽,3.29,900000,00403A
2454,聯發科,3.25,1280000,00403A
2308,台達電,2.98,2430000,00403A
2345,智邦,2.98,2100000,00403A
4958,臻鼎-KY,2.34,6440000,00403A
6669,緯穎,2.29,790000,00403A
3653,健策,1.89,830000,00403A
3533,嘉澤,1.62,1240000,00403A
6274,台燿,1.62,1700000,00403A
3711,日月光投控,1.52,4500000,00403A
2337,旺宏,1.5,16350000,00403A
6488,環球晶,1.25,2000000,00403A
3443,創意,1.24,430000,00403A
8996,高力,1.16,1346000,00403A
7769,鴻勁,1.16,279000,00403A
6515,穎崴,1.08,200000,00403A
3665,貿聯-KY,0.98,820000,00403A
5347,世界,0.94,9911000,00403A
6442,光聖,0.84,801000,00403A
2360,致茂,0.77,610000,00403A
6147,頎邦,0.73,5600000,00403A
3529,力旺,0.7,390000,00403A
8358,金居,0.62,1710000,00403A
3081,聯亞,0.58,450000,00403A
6805,富世達,0.56,570000,00403A
3189,景碩,0.55,1380000,00403A
8046,南電,0.54,1080000,00403A
1303,南亞,0.54,7550000,00403A
2317,鴻海,0.5,3200000,00403A
5274,信驊,0.47,45000,00403A
3583,辛耘,0.42,900000,00403A
3211,順達,0.38,1560000,00403A
8210,勤誠,0.38,500000,00403A
4966,譜瑞-KY,0.35,900000,00403A
1560,中砂,0.31,800000,00403A
6196,帆宣,0.31,1000000,00403A
3105,穩懋,0.28,957000,00403A
6415,矽力*-KY,0.24,750000,00403A
2049,上銀,0.19,1010000,00403A
4979,華星光,0.19,600000,00403A
2455,全新,0.11,450000,00403A
8299,群聯,0.0,1000,00403A
MU US,MICRON TECHNOLOGY INC,6.12,110500,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),5.86,80000,00988A
285A JP,KIOXIA HOLDINGS CORP,5.39,168000,00988A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),5.09,185000,00988A
SNDK US,SANDISK CORP,4.21,39000,00988A
MRVL US,MARVELL TECHNOLOGY INC,3.48,230000,00988A
6981 JP,MURATA MANUFACTURING CO LTD,3.42,960000,00988A
2454,聯發科,3.21,410000,00988A
LITE US,LUMENTUM HOLDINGS INC,2.94,62000,00988A
2383,台光電,2.9,330000,00988A
IFX GY,INFINEON TECHNOLOGIES AG,2.78,557550,00988A
WDC US,WESTERN DIGITAL CORP,2.66,72000,00988A
6976 JP,TAIYO YUDEN CO LTD,2.6,380000,00988A
BE US,BLOOM ENERGY CORP- A,2.59,170000,00988A
3037,欣興,2.53,1500000,00988A
5706 JP,Mitsui Mining ＆ Smelting Co,2.13,130000,00988A
4062 JP,IBIDEN CO LTD,2.09,275000,00988A
6787 JP,MEIKO ELECTRONICS CO LTD,2.07,175000,00988A
6997 JP,NIPPON CHEMI-CON CORP,1.96,1275100,00988A
VSH US,VISHAY INTERTECHNOLOGY INC,1.9,580429,00988A
BESI NA,BE SEMICONDUCTOR INDUSTRIES,1.69,90000,00988A
2330,台積電,1.65,400000,00988A
NOK US,NOKIA CORP-SPON ADR,1.59,2100000,00988A
STM US,STMICROELECTRONICS NV-NY SHS,1.52,375000,00988A
6515,穎崴,1.5,88000,00988A
5274,信驊,1.43,46000,00988A
ARM US,ARM HOLDINGS PLC,1.41,65518,00988A
AIXA GY,AIXTRON SE,1.34,380000,00988A
2308,台達電,1.34,350000,00988A
6223,旺矽,1.27,115000,00988A
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,1.26,97000,00988A
3436 JP,SUMCO CORP,1.23,875400,00988A
603256 CH,GRACE FABRIC TECHNOLOGY CO-A,1.17,580000,00988A
7826 JP,FURUYA METAL CO LTD,1.14,374300,00988A
COHR US,COHERENT INC,1.14,55000,00988A
3711,日月光投控,1.12,1100000,00988A
8035 JP,TOKYO ELECTRON LTD,1.1,46000,00988A
