Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,10.96,11960000,00981A
2383,台光電,8.76,4653000,00981A
2327,國巨*,7.39,25098000,00981A
2454,聯發科,7.11,5131000,00981A
6223,旺矽,5.86,2443000,00981A
2345,智邦,5.47,6334000,00981A
3037,欣興,5.41,16333000,00981A
2303,聯電,4.95,86550000,00981A
8046,南電,4.65,9519000,00981A
6669,緯穎,4.49,2417000,00981A
3017,奇鋐,4.17,5191000,00981A
3711,日月光投控,3.71,15284000,00981A
2308,台達電,3.64,5181000,00981A
3665,貿聯-KY,3.25,4833848,00981A
2368,金像電,3.2,8315000,00981A
6274,台燿,2.73,5160000,00981A
3653,健策,2.64,2267000,00981A
5274,信驊,2.05,416900,00981A
8210,勤誠,0.95,2267000,00981A
6805,富世達,0.91,1811000,00981A
6515,穎崴,0.54,204000,00981A
6187,萬潤,0.5,1334000,00981A
6147,頎邦,0.44,6275000,00981A
5439,高技,0.39,3528000,00981A
6510,精測,0.36,349000,00981A
6278,台表科,0.28,4334000,00981A
1590,亞德客-KY,0.26,528000,00981A
6271,同欣電,0.25,2966000,00981A
2449,京元電子,0.21,1886000,00981A
6191,精成科,0.15,3988000,00981A
3376,新日興,0.13,1741000,00981A
3264,欣銓,0.12,1508000,00981A
2002,中鋼,0.04,5163000,00981A
6488,環球晶,0.03,50000,00981A
4966,譜瑞-KY,0.03,140000,00981A
8996,高力,0.0,1000,00981A
8358,金居,0.0,1000,00981A
3661,世芯-KY,0.0,1000,00981A
1815,富喬,0.0,107000,00981A
3443,創意,0.0,1000,00981A
2439,美律,0.0,1000,00981A
3008,大立光,0.0,1000,00981A
4958,臻鼎-KY,0.0,1000,00981A
2382,廣達,0.0,1000,00981A
3533,嘉澤,0.0,1000,00981A
2313,華通,0.0,1000,00981A
8150,南茂,0.0,1000,00981A
2317,鴻海,0.0,1000,00981A
5347,世界,0.0,1000,00981A
2481,強茂,0.0,5000,00981A
2330,台積電,19.41,12800000,00403A
2303,聯電,7.1,75000000,00403A
3017,奇鋐,4.58,3450000,00403A
2344,華邦電,4.12,40000000,00403A
6223,旺矽,3.97,1000000,00403A
3037,欣興,3.87,7064000,00403A
2327,國巨*,3.8,7800000,00403A
2454,聯發科,3.67,1600000,00403A
2383,台光電,3.55,1140000,00403A
2345,智邦,3.0,2100000,00403A
2308,台達電,2.82,2430000,00403A
4958,臻鼎-KY,2.74,6940000,00403A
6669,緯穎,2.43,790000,00403A
3711,日月光投控,2.37,5900000,00403A
6488,環球晶,2.14,2250000,00403A
2368,金像電,1.75,2750000,00403A
3189,景碩,1.62,3217000,00403A
3653,健策,1.5,780000,00403A
3533,嘉澤,1.5,1240000,00403A
6274,台燿,1.49,1700000,00403A
8046,南電,1.25,1550000,00403A
3443,創意,1.21,480000,00403A
8996,高力,1.18,1600000,00403A
1303,南亞,1.18,9000000,00403A
7769,鴻勁,1.12,279000,00403A
6515,穎崴,0.88,200000,00403A
2337,旺宏,0.87,10000000,00403A
5274,信驊,0.52,64500,00403A
2360,致茂,0.51,450000,00403A
3211,順達,0.5,1800000,00403A
8358,金居,0.5,1750000,00403A
6805,富世達,0.47,570000,00403A
2317,鴻海,0.47,3200000,00403A
3583,辛耘,0.43,900000,00403A
1560,中砂,0.42,1000000,00403A
4966,譜瑞-KY,0.31,800000,00403A
6415,矽力*-KY,0.28,900000,00403A
6442,光聖,0.25,300000,00403A
2049,上銀,0.2,1010000,00403A
3665,貿聯-KY,0.18,166000,00403A
6239,力成,0.17,900000,00403A
2455,全新,0.09,450000,00403A
3264,欣銓,0.08,600000,00403A
3008,大立光,0.08,30000,00403A
8299,群聯,0.0,1000,00403A
6196,帆宣,0.0,1000,00403A
8210,勤誠,0.0,1000,00403A
3529,力旺,0.0,1000,00403A
6147,頎邦,0.0,1000,00403A
5347,世界,0.0,1000,00403A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),5.89,205000,00988A
MU US,MICRON TECHNOLOGY INC,5.34,106000,00988A
285A JP,KIOXIA HOLDINGS CORP,5.0,225000,00988A
SNDK US,SANDISK CORP,4.32,48000,00988A
AMAT US,APPLIED MATERIALS INC,3.86,125000,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),3.82,83000,00988A
6981 JP,MURATA MANUFACTURING CO LTD,3.75,1250000,00988A
3037,欣興,3.62,2400000,00988A
2327,國巨*,3.27,2400000,00988A
BE US,BLOOM ENERGY CORP- A,3.14,250000,00988A
6976 JP,TAIYO YUDEN CO LTD,2.99,760000,00988A
2454,聯發科,2.84,445000,00988A
2383,台光電,2.82,330000,00988A
WDC US,WESTERN DIGITAL CORP,2.69,90000,00988A
IFX GY,INFINEON TECHNOLOGIES AG,2.69,625000,00988A
MRVL US,MARVELL TECHNOLOGY INC,2.69,230000,00988A
8035 JP,TOKYO ELECTRON LTD,2.6,110000,00988A
2330,台積電,2.53,620000,00988A
3436 JP,SUMCO CORP,2.19,1291200,00988A
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,2.04,160000,00988A
LITE US,LUMENTUM HOLDINGS INC,1.82,44000,00988A
STM US,STMICROELECTRONICS NV-NY SHS,1.75,475000,00988A
4062 JP,IBIDEN CO LTD,1.7,275000,00988A
6871 JP,MICRONICS JAPAN CO LTD,1.64,300000,00988A
6223,旺矽,1.61,145000,00988A
3711,日月光投控,1.57,1400000,00988A
KLAC US,KLA CORP,1.55,130000,00988A
6997 JP,NIPPON CHEMI-CON CORP,1.54,1275100,00988A
