Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,10.08,11960000,00981A
2327,國巨*,9.18,25098000,00981A
2383,台光電,8.49,4486000,00981A
2454,聯發科,7.04,5037000,00981A
6223,旺矽,5.51,2352000,00981A
2345,智邦,5.43,6334000,00981A
3037,欣興,5.17,14735000,00981A
2303,聯電,5.11,86550000,00981A
3017,奇鋐,4.22,5191000,00981A
6669,緯穎,3.73,2417000,00981A
2308,台達電,3.66,5614000,00981A
8046,南電,3.61,8917000,00981A
2368,金像電,3.56,8315000,00981A
3665,貿聯-KY,3.23,4833848,00981A
3711,日月光投控,2.9,12742000,00981A
6274,台燿,2.88,5058000,00981A
3653,健策,2.78,2267000,00981A
5274,信驊,2.13,379000,00981A
6510,精測,1.09,930000,00981A
6805,富世達,1.07,1811000,00981A
8210,勤誠,1.0,2267000,00981A
6515,穎崴,0.83,281000,00981A
3533,嘉澤,0.65,852000,00981A
2317,鴻海,0.65,7307000,00981A
6187,萬潤,0.52,1334000,00981A
2449,京元電子,0.5,4481000,00981A
6147,頎邦,0.49,6275000,00981A
5439,高技,0.38,3528000,00981A
6278,台表科,0.3,4334000,00981A
6271,同欣電,0.27,2966000,00981A
1590,亞德客-KY,0.26,530000,00981A
4966,譜瑞-KY,0.24,1116000,00981A
8358,金居,0.2,980000,00981A
6191,精成科,0.14,3988000,00981A
3264,欣銓,0.12,1508000,00981A
3376,新日興,0.12,1741000,00981A
6488,環球晶,0.12,350000,00981A
2002,中鋼,0.04,5163000,00981A
8996,高力,0.0,1000,00981A
3661,世芯-KY,0.0,1000,00981A
1815,富喬,0.0,107000,00981A
3443,創意,0.0,1000,00981A
2439,美律,0.0,18000,00981A
3008,大立光,0.0,1000,00981A
4958,臻鼎-KY,0.0,1000,00981A
2382,廣達,0.0,1000,00981A
2313,華通,0.0,1000,00981A
8150,南茂,0.0,1000,00981A
5347,世界,0.0,1000,00981A
2481,強茂,0.0,5000,00981A
2330,台積電,18.19,12900000,00403A
2303,聯電,7.41,75000000,00403A
2327,國巨*,6.15,10050000,00403A
3037,欣興,5.27,8960000,00403A
2344,華邦電,4.83,38800000,00403A
3017,奇鋐,4.42,3250000,00403A
2383,台光電,4.28,1350000,00403A
6223,旺矽,3.68,940000,00403A
2454,聯發科,3.36,1435000,00403A
2345,智邦,3.01,2100000,00403A
2368,金像電,2.65,3700000,00403A
2308,台達電,2.65,2430000,00403A
4958,臻鼎-KY,2.25,6440000,00403A
6669,緯穎,2.04,790000,00403A
3711,日月光投控,1.71,4500000,00403A
3653,健策,1.7,830000,00403A
6274,台燿,1.62,1700000,00403A
3533,嘉澤,1.57,1240000,00403A
3189,景碩,1.41,2940000,00403A
8996,高力,1.29,1560000,00403A
5347,世界,1.21,9911000,00403A
3443,創意,1.2,450000,00403A
6488,環球晶,1.13,2000000,00403A
7769,鴻勁,1.09,279000,00403A
6515,穎崴,0.99,200000,00403A
2337,旺宏,0.98,10000000,00403A
6147,頎邦,0.78,6000000,00403A
3529,力旺,0.69,390000,00403A
8358,金居,0.67,1950000,00403A
1303,南亞,0.67,7550000,00403A
6805,富世達,0.56,570000,00403A
2360,致茂,0.55,450000,00403A
8046,南電,0.54,795000,00403A
2317,鴻海,0.48,3200000,00403A
3583,辛耘,0.44,900000,00403A
5274,信驊,0.42,45000,00403A
3211,順達,0.37,1560000,00403A
1560,中砂,0.34,800000,00403A
6442,光聖,0.33,322000,00403A
4966,譜瑞-KY,0.33,900000,00403A
6196,帆宣,0.32,1000000,00403A
6415,矽力*-KY,0.31,900000,00403A
3665,貿聯-KY,0.28,250000,00403A
2049,上銀,0.19,1010000,00403A
2455,全新,0.09,450000,00403A
4979,華星光,0.08,300000,00403A
8299,群聯,0.0,1000,00403A
8210,勤誠,0.0,1000,00403A
3081,聯亞,0.0,1000,00403A
3105,穩懋,0.0,1000,00403A
MU US,MICRON TECHNOLOGY INC,7.03,116000,00988A
285A JP,KIOXIA HOLDINGS CORP,5.92,185000,00988A
SNDK US,SANDISK CORP,5.24,45000,00988A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),5.18,195000,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),5.18,80000,00988A
