Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,9.63,12134000,00981A
2383,台光電,8.53,4863000,00981A
2454,聯發科,7.11,5448000,00981A
3037,欣興,6.46,20210000,00981A
6669,緯穎,5.53,2708000,00981A
3017,奇鋐,5.41,5801000,00981A
6223,旺矽,4.99,2443000,00981A
2345,智邦,4.76,6419000,00981A
2327,國巨*,4.6,25437000,00981A
2308,台達電,3.7,6706000,00981A
3653,健策,3.48,2375000,00981A
8046,南電,3.44,9519000,00981A
3711,日月光投控,3.42,17439000,00981A
2303,聯電,3.41,87718000,00981A
3665,貿聯-KY,3.4,4616848,00981A
6274,台燿,2.65,5499000,00981A
5274,信驊,2.49,454900,00981A
2368,金像電,1.64,5000000,00981A
6805,富世達,1.15,2053000,00981A
8210,勤誠,0.93,2497000,00981A
2449,京元電子,0.92,11295450,00981A
6187,萬潤,0.5,1334000,00981A
2360,致茂,0.39,572000,00981A
4979,華星光,0.31,1874000,00981A
1590,亞德客-KY,0.27,528000,00981A
4958,臻鼎-KY,0.27,1682000,00981A
8996,高力,0.25,712000,00981A
6510,精測,0.24,261000,00981A
6278,台表科,0.17,3250000,00981A
6271,同欣電,0.14,2224000,00981A
2408,南亞科,0.14,940000,00981A
6191,精成科,0.11,3988000,00981A
3376,新日興,0.11,1741000,00981A
3264,欣銓,0.1,1508000,00981A
6515,穎崴,0.05,23000,00981A
4966,譜瑞-KY,0.03,140000,00981A
2002,中鋼,0.03,5163000,00981A
8358,金居,0.0,1000,00981A
3661,世芯-KY,0.0,1000,00981A
3443,創意,0.0,1000,00981A
2439,美律,0.0,1000,00981A
3008,大立光,0.0,1000,00981A
2382,廣達,0.0,1000,00981A
3533,嘉澤,0.0,1000,00981A
6488,環球晶,0.0,1000,00981A
2313,華通,0.0,1000,00981A
8150,南茂,0.0,1000,00981A
2317,鴻海,0.0,1000,00981A
5347,世界,0.0,1000,00981A
2481,強茂,0.0,5000,00981A
2330,台積電,17.14,12680000,00403A
3017,奇鋐,5.48,3450000,00403A
2303,聯電,5.23,79000000,00403A
3037,欣興,4.61,8460000,00403A
2383,台光電,4.47,1495000,00403A
2454,聯發科,4.45,2000000,00403A
2344,華邦電,3.94,42300000,00403A
6223,旺矽,3.65,1050000,00403A
2345,智邦,2.91,2307000,00403A
2308,台達電,2.86,3040000,00403A
3653,健策,2.57,1030000,00403A
3711,日月光投控,2.5,7500000,00403A
2327,國巨*,2.46,8000000,00403A
3189,景碩,1.99,4250000,00403A
6669,緯穎,1.74,500000,00403A
5274,信驊,1.72,184500,00403A
3665,貿聯-KY,1.51,1200000,00403A
4958,臻鼎-KY,1.4,5200000,00403A
6274,台燿,1.38,1680000,00403A
3533,嘉澤,1.35,1240000,00403A
