Stock_Code,Stock_Name,Weight,Shares,ETF
2330,台積電,10.85,11960000,00981A
2383,台光電,8.87,4653000,00981A
2327,國巨*,7.61,25098000,00981A
2454,聯發科,7.3,5131000,00981A
6223,旺矽,6.03,2443000,00981A
2345,智邦,5.66,6334000,00981A
3037,欣興,5.48,16333000,00981A
2303,聯電,4.94,86550000,00981A
6669,緯穎,4.46,2417000,00981A
8046,南電,4.36,9231000,00981A
3017,奇鋐,4.29,5191000,00981A
3711,日月光投控,3.77,15139000,00981A
2308,台達電,3.55,5052000,00981A
3665,貿聯-KY,3.35,4833848,00981A
2368,金像電,3.23,8315000,00981A
6274,台燿,2.97,5160000,00981A
3653,健策,2.69,2267000,00981A
5274,信驊,2.1,416900,00981A
8210,勤誠,0.96,2267000,00981A
6805,富世達,0.95,1811000,00981A
6515,穎崴,0.56,204000,00981A
6187,萬潤,0.51,1334000,00981A
6147,頎邦,0.46,6275000,00981A
6510,精測,0.42,411000,00981A
5439,高技,0.41,3528000,00981A
6278,台表科,0.29,4334000,00981A
6271,同欣電,0.26,2966000,00981A
1590,亞德客-KY,0.26,528000,00981A
2449,京元電子,0.22,1886000,00981A
6191,精成科,0.15,3988000,00981A
3264,欣銓,0.13,1508000,00981A
3376,新日興,0.13,1741000,00981A
2002,中鋼,0.04,5163000,00981A
6488,環球晶,0.03,50000,00981A
4966,譜瑞-KY,0.03,140000,00981A
8996,高力,0.0,1000,00981A
8358,金居,0.0,1000,00981A
3661,世芯-KY,0.0,1000,00981A
1815,富喬,0.0,107000,00981A
3443,創意,0.0,1000,00981A
2439,美律,0.0,1000,00981A
3008,大立光,0.0,1000,00981A
4958,臻鼎-KY,0.0,1000,00981A
2382,廣達,0.0,1000,00981A
3533,嘉澤,0.0,1000,00981A
2313,華通,0.0,1000,00981A
8150,南茂,0.0,1000,00981A
2317,鴻海,0.0,1000,00981A
5347,世界,0.0,1000,00981A
2481,強茂,0.0,5000,00981A
2330,台積電,19.41,12800000,00403A
2303,聯電,7.15,75000000,00403A
3017,奇鋐,4.77,3450000,00403A
2344,華邦電,4.15,40000000,00403A
6223,旺矽,4.13,1000000,00403A
2327,國巨*,3.96,7800000,00403A
3037,欣興,3.96,7064000,00403A
2454,聯發科,3.8,1600000,00403A
2383,台光電,3.63,1140000,00403A
2345,智邦,3.14,2100000,00403A
2308,台達電,2.85,2430000,00403A
4958,臻鼎-KY,2.79,6940000,00403A
3711,日月光投控,2.46,5900000,00403A
6669,緯穎,2.43,790000,00403A
6488,環球晶,1.99,2152000,00403A
2368,金像電,1.79,2750000,00403A
3189,景碩,1.64,3217000,00403A
6274,台燿,1.64,1700000,00403A
3653,健策,1.55,780000,00403A
3533,嘉澤,1.53,1240000,00403A
3443,創意,1.27,480000,00403A
8996,高力,1.23,1600000,00403A
7769,鴻勁,1.16,279000,00403A
8046,南電,1.14,1440000,00403A
1303,南亞,1.05,8500000,00403A
6515,穎崴,0.92,200000,00403A
2337,旺宏,0.86,10000000,00403A
8358,金居,0.54,1750000,00403A
2360,致茂,0.52,450000,00403A
3211,順達,0.51,1800000,00403A
6805,富世達,0.5,570000,00403A
2317,鴻海,0.47,3200000,00403A
3583,辛耘,0.44,900000,00403A
1560,中砂,0.43,1000000,00403A
5274,信驊,0.42,49500,00403A
4966,譜瑞-KY,0.32,800000,00403A
6415,矽力*-KY,0.29,900000,00403A
6442,光聖,0.26,300000,00403A
2049,上銀,0.21,1010000,00403A
3665,貿聯-KY,0.19,166000,00403A
6239,力成,0.17,900000,00403A
2455,全新,0.09,450000,00403A
3264,欣銓,0.08,600000,00403A
8299,群聯,0.0,1000,00403A
6196,帆宣,0.0,1000,00403A
8210,勤誠,0.0,1000,00403A
4979,華星光,0.0,1000,00403A
3529,力旺,0.0,1000,00403A
6147,頎邦,0.0,1000,00403A
5347,世界,0.0,1000,00403A
AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),5.75,205000,00988A
285A JP,KIOXIA HOLDINGS CORP,5.54,225000,00988A
MU US,MICRON TECHNOLOGY INC,5.39,106000,00988A
SNDK US,SANDISK CORP,4.58,48000,00988A
009150 KS,Samsung Electro-Mechanics co(009150 ks),4.27,83000,00988A
AMAT US,APPLIED MATERIALS INC,3.78,125000,00988A
6981 JP,MURATA MANUFACTURING CO LTD,3.74,1250000,00988A
6976 JP,TAIYO YUDEN CO LTD,3.53,760000,00988A
2327,國巨*,3.44,2400000,00988A
BE US,BLOOM ENERGY CORP- A,3.3,250000,00988A
3037,欣興,3.07,2200000,00988A
MRVL US,MARVELL TECHNOLOGY INC,2.87,230000,00988A
2454,聯發科,2.78,445000,00988A
2383,台光電,2.78,330000,00988A
IFX GY,INFINEON TECHNOLOGIES AG,2.69,625000,00988A
WDC US,WESTERN DIGITAL CORP,2.67,90000,00988A
8035 JP,TOKYO ELECTRON LTD,2.47,110000,00988A
2330,台積電,2.39,620000,00988A
CRDO US,CREDO TECHNOLOGY GROUP HOLDI,2.18,160000,00988A
3436 JP,SUMCO CORP,1.86,1291200,00988A
LITE US,LUMENTUM HOLDINGS INC,1.77,44000,00988A
STM US,STMICROELECTRONICS NV-NY SHS,1.74,475000,00988A
4062 JP,IBIDEN CO LTD,1.7,275000,00988A
6223,旺矽,1.64,145000,00988A
6997 JP,NIPPON CHEMI-CON CORP,1.58,1275100,00988A
6871 JP,MICRONICS JAPAN CO LTD,1.55,300000,00988A
000660 KS,SK HYNIX INC,1.53,20000,00988A
KLAC US,KLA CORP,1.53,130000,00988A
3711,日月光投控,1.51,1400000,00988A
2303,聯電,1.49,6000000,00988A
6920 JP,LASERTEC CORP,1.19,87500,00988A
VSH US,VISHAY INTERTECHNOLOGY INC,1.13,500000,00988A
AIXA GY,AIXTRON SE,1.01,380000,00988A
6274,台燿,0.94,375000,00988A
FTNT US,FORTINET INC,0.84,100000,00988A
3017,奇鋐,0.81,215000,00988A
688146 CH,PERIC SPECIAL GASES CO LTD-A,0.66,240000,00988A
300408 CH,CHAOZHOU THREE-CIRCLE GROU-A,0.61,599909,00988A
NOW US,SERVICENOW INC,0.56,100000,00988A
6278 JP,UNION TOOL CO,0.55,90000,00988A
2308,台達電,0.52,175000,00988A
COHR US,COHERENT INC,0.46,27500,00988A
AMD US,ADVANCED MICRO DEVICES,6.46,163179,00990A
SNDK US,SANDISK CORP,5.37,39933,00990A
285A JP,KIOXIA HOLDINGS CORP,5.29,152400,00990A
MU US,MICRON TECHNOLOGY INC,5.2,72471,00990A
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,4.03,56363,00990A
6976 JP,TAIYO YUDEN CO LTD,3.83,585200,00990A
AMAT US,APPLIED MATERIALS INC,3.55,83386,00990A
LITE US,LUMENTUM HOLDINGS INC,2.97,52272,00990A
6981 JP,MURATA MANUFACTURING CO LTD,2.91,689500,00990A
WDC US,WESTERN DIGITAL CORP,2.65,63342,00990A
2454,聯發科,2.6,294000,00990A
IFX GR,INFINEON TECHNOLOGIES AG,2.6,427856,00990A
BE US,BLOOM ENERGY CORP- A,2.57,138100,00990A
2330,台積電,2.44,450000,00990A
2308,台達電,2.39,565000,00990A
MRVL US,MARVELL TECHNOLOGY INC,2.38,135300,00990A
000660 KP,SK HYNIX INC,2.09,19980,00990A
LRCX US,LAM RESEARCH CORP,2.06,80473,00990A
4062 JP,IBIDEN CO LTD,2.05,235100,00990A
DELL US,DELL TECHNOLOGIES -C,1.98,60900,00990A
3436 JP,SUMCO CORP,1.93,953500,00990A
6723 JP,RENESAS ELECTRONICS CORP,1.8,837700,00990A
MKSI US,MKS INC,1.77,66300,00990A
2383,台光電,1.71,144000,00990A
3037,欣興,1.52,773000,00990A
PENG US,PENGUIN SOLUTIONS INC,1.48,250600,00990A
8035 JP,TOKYO ELECTRON LTD,1.47,46300,00990A
6525 JP,KOKUSAI ELECTRIC CORP,1.38,286400,00990A
6223,旺矽,1.19,75000,00990A
ONTO US,ONTO INNOVATION INC,1.18,51200,00990A
7735 JP,SCREEN HOLDINGS CO LTD,1.17,147300,00990A
ANET US,ARISTA NETWORKS INC,1.17,87200,00990A
2303,聯電,1.15,3265000,00990A
COHR US,COHERENT CORP,1.12,47240,00990A
UCTT US,ULTRA CLEAN HOLDINGS INC,1.03,133684,00990A
3711,日月光投控,0.98,641000,00990A
5347,世界,0.97,2498000,00990A
6274,台燿,0.95,268000,00990A
VICR US,VICOR CORP,0.87,43400,00990A
6997 JP,NIPPON CHEMI-CON CORP,0.84,479600,00990A
